fecha,timestamp,R:v,R:i,R:p,R:q,S:v,S:i,S:p,S:q,T:v,T:i,T:p,T:q
2023/05/12 13:10:01,1683907801,227.9,1.1,30,3,229.9,1.3,135,-6,228.7,1.2,45,-39
2023/05/12 13:15:00,1683908100,228.5,1.2,52,-2,230.8,1.3,127,-13,229.5,1.2,54,0
2023/05/12 13:20:01,1683908401,230.6,1.1,73,5,232.4,1.5,133,-18,231.1,1.2,24,-50
2023/05/12 13:25:00,1683908700,230.5,1.2,44,2,232.6,1.4,121,-8,231.4,1.1,32,-21
2023/05/12 13:30:01,1683909001,228.3,1.2,46,-3,230.4,1.3,129,-2,229.3,1.2,36,-40
2023/05/12 13:35:00,1683909300,228.3,1.2,43,12,230.7,1.5,135,-12,229.4,1.3,51,-21
2023/05/12 13:40:01,1683909601,228.9,1.2,36,0,231.3,1.4,129,-4,230.5,1.3,30,-38
2023/05/12 13:45:00,1683909900,228.9,1.1,40,4,231.0,1.4,135,5,229.8,1.2,32,-8
2023/05/12 13:50:01,1683910201,229.0,1.2,43,-8,230.8,1.4,136,4,229.6,1.2,32,-37
2023/05/12 13:55:00,1683910500,228.9,1.2,41,5,230.9,1.4,122,-5,229.5,1.2,42,-29
2023/05/12 14:00:01,1683910801,228.8,1.3,40,6,230.6,1.4,139,-13,229.4,1.2,40,-28
2023/05/12 14:05:00,1683911100,228.7,1.2,42,-2,230.6,1.3,117,3,229.3,1.0,9,-35
2023/05/12 14:10:00,1683911400,228.6,1.2,41,5,230.6,1.4,143,-3,229.3,1.2,32,-40
2023/05/12 14:15:00,1683911700,228.3,1.2,53,-6,230.2,1.3,141,-4,229.1,1.2,29,-40
2023/05/12 14:20:00,1683912000,228.4,0.9,48,6,230.3,1.4,122,-15,229.2,1.3,23,-22
2023/05/12 14:25:00,1683912300,228.6,1.2,47,-14,230.7,1.4,119,1,229.1,1.2,27,-29
2023/05/12 14:30:00,1683912600,228.9,1.2,47,5,230.4,1.4,123,-1,229.8,1.1,39,-15
2023/05/12 14:35:00,1683912900,228.9,1.1,45,-1,231.0,1.2,115,4,229.8,1.2,27,-15
2023/05/12 14:40:00,1683913200,229.4,1.2,42,-2,231.5,1.3,135,-1,230.4,1.2,29,-24
2023/05/12 14:45:01,1683913501,229.5,1.2,38,6,231.5,1.2,131,-8,230.3,1.0,36,-22
2023/05/12 14:50:00,1683913800,230.0,1.1,50,17,232.0,1.2,130,-10,230.7,1.1,25,-45
2023/05/12 14:55:01,1683914101,230.5,0.9,61,-2,232.2,1.4,122,-6,231.0,1.2,32,-22
2023/05/12 15:00:00,1683914400,231.3,1.2,44,14,232.9,1.3,118,6,231.6,1.3,46,-25
2023/05/12 15:05:01,1683914701,230.2,1.2,52,-4,232.0,1.4,129,1,230.8,1.2,31,-31
2023/05/12 15:10:00,1683915000,230.3,1.2,43,7,232.1,1.3,126,-11,231.0,1.2,40,-27
2023/05/12 15:15:01,1683915301,230.6,1.2,33,2,232.4,1.4,126,-4,231.5,1.2,28,-9
2023/05/12 15:20:00,1683915600,230.8,1.1,40,2,232.4,1.4,123,-7,231.4,1.2,28,-29
2023/05/12 15:25:01,1683915901,228.2,1.2,33,11,230.1,1.4,132,-13,228.9,1.2,42,-18
2023/05/12 15:30:00,1683916200,228.3,1.2,35,22,230.2,1.4,131,-5,228.9,1.0,40,-32
2023/05/12 15:35:01,1683916501,228.7,1.0,46,-6,230.4,1.3,125,-1,229.3,1.2,39,-39
2023/05/12 15:40:00,1683916800,228.7,1.1,37,-8,230.6,1.3,130,-7,229.4,1.0,39,-22
2023/05/12 15:45:01,1683917101,228.8,1.2,23,-1,231.0,1.4,137,-3,229.6,1.2,31,-32
2023/05/12 15:50:00,1683917400,228.8,1.2,42,-5,230.5,1.3,123,-9,229.6,1.2,27,-45
2023/05/12 15:55:00,1683917700,229.1,1.2,35,-3,230.5,1.4,130,2,229.5,1.2,33,-39
2023/05/12 16:00:00,1683918000,229.2,1.0,39,8,230.9,1.3,131,-4,229.7,1.2,41,-30
2023/05/12 16:05:00,1683918300,229.5,1.1,53,-3,231.2,1.3,134,-16,230.1,1.2,44,-24
2023/05/12 16:10:01,1683918601,229.2,1.0,54,8,231.1,1.3,125,6,230.0,1.2,45,-22
2023/05/12 16:15:00,1683918900,229.4,1.1,36,12,231.0,1.3,124,4,229.5,1.2,33,-25
2023/05/12 16:20:01,1683919201,228.9,1.2,40,7,230.9,1.4,126,13,229.8,1.3,40,-32
2023/05/12 16:25:00,1683919500,229.4,1.1,47,11,231.1,1.4,132,0,230.1,1.1,35,-22
2023/05/12 16:30:00,1683919800,230.2,1.2,36,5,231.7,1.4,126,-4,230.7,1.2,40,-6
2023/05/12 16:35:01,1683920101,230.5,1.2,61,-13,232.1,1.2,133,3,231.2,1.2,43,-14
2023/05/12 16:40:00,1683920400,230.4,1.0,51,3,232.2,1.3,144,-2,231.2,1.2,21,-22
2023/05/12 16:45:01,1683920701,230.5,1.1,60,14,232.5,1.3,119,-8,231.4,1.2,33,-22
2023/05/12 16:50:00,1683921000,230.6,1.2,51,9,232.6,1.4,131,-10,231.4,1.2,41,-22
2023/05/12 16:55:00,1683921300,231.0,1.1,32,2,232.7,1.4,126,-5,231.6,1.2,35,-31
2023/05/12 17:00:00,1683921600,227.9,1.2,41,-5,229.9,1.4,125,-12,228.6,1.2,32,-45
2023/05/12 17:05:01,1683921901,228.7,1.1,44,0,230.4,1.4,129,-13,229.2,1.2,28,-23
