hora,Tension de Linea L1,Corriente L1,Potencia Activa L1,Potencia Reactiva L1,Factor de Potencia L1,Tension de Linea L2,Corriente L2,Potencia Activa L2,Potencia Reactiva L2,Factor de Potencia L2,Tension de Linea L3,Corriente L3,Potencia Activa L3,Potencia Reactiva L3,Factor de Potencia L3,Potencia Activa III,Potencia Inductiva III,Potencia Capacitiva III,Coseno Fi,Tension entre Lineas L1 y L2,Tension entre Lineas L2 y L3,Tension entre Lineas L3 y L1,Potencia Aparente III,Demanda Maxima,Corriente de las Tres Fases,Corriente de Neutro,Demanda Maxima A2,Demanda Maxima A3,Energia Activa,Energia Reactiva Inductiva,Energia Reactiva Capacitiva
Wed Sep 25 03:58:55 2019,7758.496551724137,4544.689655172414,31730.103448275862,4294953570.62069,42949672.05551722,7737.972413793105,6028.758620689655,42522.68965517241,4294949668.1034484,42949672.044827566,7671.931034482759,5512.9655172413795,33881.75862068965,4294943274.9310346,42949672.15655171,108076.31034482758,0.0,55353.68965517241,42949672.07034484,13442.772413793104,13302.289655172419,13351.324137931033,112622.27586206897,0.0,5357.310344827586,0.0,0.0,0.0,492529247.62068963,434169959.0,881662850.2413793
Wed Sep 25 03:59:56 2019,7763.710344827586,4598.482758620689,32391.379310344826,4294953950.862069,42949672.04620688,7741.406896551722,6081.724137931034,42721.41379310345,4294949054.862069,42949672.051379286,7676.441379310346,5454.206896551724,33446.58620689655,4294943459.9310346,42949672.15827585,108614.20689655172,0.0,55429.206896551725,42949672.070000015,13449.889655172416,13308.62068965517,13358.89655172414,115074.68965517242,0.0,5381.310344827586,0.0,0.0,0.0,492531073.3448276,434169959.0,881663786.2413793
Wed Sep 25 04:00:55 2019,7761.857142857143,4541.142857142857,31649.785714285714,4294953392.785714,42949672.0575,7740.557142857144,5996.357142857143,42114.5,4294949329.607143,42949672.05071426,7676.357142857142,5463.428571428572,33448.857142857145,4294943328.928571,42949672.158571415,107252.14285714286,0.0,55850.892857142855,42949672.07428573,13449.300000000001,13307.314285714285,13358.957142857138,113382.96428571429,0.0,5337.285714285715,0.0,0.0,0.0,492532862.96428573,434169959.0,881664708.3214285
Wed Sep 25 04:01:55 2019,7760.813793103447,4573.862068965517,31897.96551724138,4294953258.793103,42949672.05655172,7737.351724137931,5946.0,41344.03448275862,4294948660.793103,42949672.05965516,7674.041379310344,5360.482758620689,32706.48275862069,4294943709.965517,42949672.15965516,105896.93103448275,0.0,56279.03448275862,42949672.07827587,13444.675862068967,13301.793103448277,13356.289655172417,110237.3448275862,0.0,5291.172413793103,0.0,0.0,0.0,492534633.1034483,434169959.0,881665640.3793104
Wed Sep 25 04:02:54 2019,7766.442857142856,4570.071428571428,31773.85714285714,4294953098.321429,42949672.05749998,7744.414285714286,5918.142857142857,41149.142857142855,4294948687.25,42949672.05999998,7679.485714285713,5368.714285714285,32842.07142857143,4294943811.535714,42949672.15714284,105729.60714285714,0.0,56340.607142857145,42949672.07857144,13454.828571428572,13313.828571428576,13363.54285714286,108184.39285714286,0.0,5284.571428571428,0.0,0.0,0.0,492536387.14285713,434169959.0,881666574.0357143
Wed Sep 25 04:03:55 2019,7773.517241379312,4612.137931034483,32278.41379310345,4294953279.4827585,42949672.05448273,7753.282758620688,5992.9655172413795,41652.41379310345,4294948290.965517,42949672.06172413,7688.855172413793,5378.689655172414,32953.34482758621,4294943716.8965516,42949672.15793102,106873.68965517242,0.0,56659.03448275862,42949672.07965518,13467.848275862067,13329.972413793106,13375.241379310344,111503.13793103448,0.0,5330.551724137931,0.0,0.0,0.0,492538150.5862069,434169959.0,881667513.0344827
Wed Sep 25 04:04:56 2019,7767.227586206899,4584.827586206897,32155.068965517243,4294953563.7586207,42949672.05241377,7749.186206896553,6055.862068965517,42255.379310344826,4294948349.2413793,42949672.05620687,7679.420689655173,5419.862068965517,33018.44827586207,4294943363.9310346,42949672.16586206,107442.37931034483,0.0,56652.24137931035,42949672.080000006,13460.358620689653,13318.551724137931,13362.827586206899,115422.24137931035,0.0,5352.275862068966,0.0,0.0,0.0,492539958.44827586,434169959.0,881668467.4827586
Wed Sep 25 04:05:54 2019,7761.385714285716,4553.785714285715,31961.928571428572,4294953896.571429,42949672.05035712,7744.8,6132.428571428572,43143.57142857143,4294948932.107143,42949672.05035712,7673.699999999999,5520.857142857143,33530.5,4294942768.25,42949672.1675,108660.96428571429,0.0,56411.82142857143,42949672.07892858,13455.042857142858,13312.114285714282,13349.571428571431,115875.57142857143,0.0,5402.571428571428,0.0,0.0,0.0,492541749.60714287,434169959.0,881669403.0714285
Wed Sep 25 04:06:55 2019,7757.875862068966,4538.689655172414,31640.931034482757,4294953406.206897,42949672.058620684,7741.241379310342,6077.793103448276,42748.68965517241,4294949198.6896553,42949672.04965515,7673.337931034484,5541.724137931034,33676.10344827586,4294942603.3448277,42949672.167241365,108069.10344827586,0.0,56686.55172413793,42949672.07931035,13444.220689655172,13307.172413793103,13349.544827586207,115841.06896551725,0.0,5386.827586206897,0.0,0.0,0.0,492543549.2758621,434169959.0,881670342.3103448
Wed Sep 25 04:07:56 2019,7756.386206896551,4479.931034482759,31106.58620689655,4294953317.206897,42949672.057586186,7737.227586206896,6022.9655172413795,42389.03448275862,4294949527.724138,42949672.0503448,7671.7241379310335,5529.517241379311,33573.44827586207,4294942661.586207,42949672.16931034,107048.5172413793,0.0,56474.06896551724,42949672.07965518,13440.041379310345,13302.8275862069,13346.358620689653,114997.3448275862,0.0,5345.6551724137935,0.0,0.0,0.0,492545366.2413793,434169959.0,881671296.6896552
Wed Sep 25 04:08:55 2019,7757.271428571427,4498.071428571428,31206.071428571428,4294953172.821429,42949672.06107142,7735.9285714285725,6038.357142857143,42426.75,4294949290.571429,42949672.05071426,7671.9857142857145,5543.571428571428,33636.82142857143,4294942463.0,42949672.16821428,107266.03571428571,0.0,57007.892857142855,42949672.080000006,13438.842857142854,13300.800000000001,13349.4,115807.28571428571,0.0,5363.071428571428,0.0,0.0,0.0,492547143.25,434169959.0,881672238.5
Wed Sep 25 04:09:55 2019,7760.56551724138,4579.6551724137935,32076.103448275862,4294953556.9310346,42949672.0503448,7739.296551724138,6049.241379310345,42546.68965517241,4294949304.9310346,42949672.049999975,7673.006896551722,5506.137931034483,33874.8275862069,4294943340.0,42949672.155517235,108446.1724137931,0.0,55747.89655172414,42949672.07448277,13446.165517241378,13303.241379310346,13354.01379310345,115583.4827586207,0.0,5375.724137931034,0.0,0.0,0.0,492548934.3448276,434169959.0,881673175.4827586
Wed Sep 25 04:10:56 2019,7762.055172413792,4582.551724137931,32124.172413793105,4294953615.137931,42949672.0527586,7740.455172413793,5995.448275862069,42190.41379310345,4294949537.9310346,42949672.05068963,7673.875862068965,5450.689655172414,33628.24137931035,4294943737.37931,42949672.15620689,107963.31034482758,0.0,54942.620689655174,42949672.070000015,13448.937931034485,13305.68275862069,13354.510344827586,111054.72413793103,0.0,5343.793103448276,0.0,0.0,0.0,492550765.44827586,434169959.0,881674107.5172414
Wed Sep 25 04:11:55 2019,7761.900000000001,4557.0,31809.35714285714,4294953414.035714,42949672.05785713,7739.914285714284,5915.142857142857,41394.07142857143,4294949290.535714,42949672.05428569,7673.699999999998,5383.285714285715,33243.07142857143,4294944102.464286,42949672.151428565,106506.92857142857,0.0,54963.892857142855,42949672.07142859,13450.414285714285,13303.028571428573,13355.57142857143,108116.5,0.0,5284.785714285715,0.0,0.0,0.0,492552545.10714287,434169959.0,881675023.0714285
Wed Sep 25 04:12:56 2019,7762.593103448278,4618.3448275862065,32538.655172413793,4294953817.172414,42949672.04758619,7741.489655172414,5976.827586206897,41858.0,4294949116.413793,42949672.05241377,7674.951724137931,5372.482758620689,33234.379310344826,4294944254.6551723,42949672.14931034,107668.72413793103,0.0,54734.0,42949672.06965519,13449.475862068964,13307.83448275862,13356.000000000002,111065.96551724138,0.0,5325.6551724137935,0.0,0.0,0.0,492554320.9310345,434169959.0,881675932.3103448
Wed Sep 25 04:13:55 2019,7760.4,4658.357142857143,32944.92857142857,4294954031.285714,42949672.0442857,7739.571428571428,6039.642857142857,42263.42857142857,4294948861.107143,42949672.0535714,7673.528571428572,5369.571428571428,33236.107142857145,4294944262.142857,42949672.148571424,108426.67857142857,0.0,54687.32142857143,42949672.06892859,13446.428571428569,13303.971428571425,13353.428571428574,114459.71428571429,0.0,5355.5,0.0,0.0,0.0,492556115.03571427,434169959.0,881676840.5357143
Wed Sep 25 04:14:55 2019,7757.255172413793,4616.482758620689,32463.275862068964,4294953786.3103447,42949672.04827584,7734.124137931035,5961.931034482759,41539.137931034486,4294948897.206897,42949672.05551722,7670.027586206897,5337.103448275862,32946.48275862069,4294944354.034483,42949672.15344827,106938.6551724138,0.0,54915.34482758621,42949672.07241381,13439.048275862067,13297.448275862065,13347.724137931036,110721.41379310345,0.0,5307.310344827586,0.0,0.0,0.0,492557910.0344828,434169959.0,881677751.0689656
Wed Sep 25 04:15:54 2019,7754.871428571429,4562.357142857143,32050.75,4294953960.428571,42949672.048214264,7733.657142857145,5956.285714285715,41752.46428571428,4294949354.285714,42949672.05035712,7666.928571428571,5362.928571428572,33065.53571428572,4294944230.214286,42949672.15499999,106985.82142857143,0.0,54208.07142857143,42949672.06964285,13436.44285714286,13292.785714285714,13341.428571428574,111060.57142857143,0.0,5295.642857142857,0.0,0.0,0.0,492559677.39285713,434169959.0,881678660.9642857
Wed Sep 25 04:16:55 2019,7759.944827586208,4604.896551724138,32658.620689655174,4294954434.1034484,42949672.03965515,7737.641379310345,6093.310344827586,43204.48275862069,4294950038.206897,42949672.040344805,7668.53793103448,5507.172413793103,34371.68965517241,4294944028.6896553,42949672.14448276,110296.4827586207,0.0,53414.55172413793,42949672.06206895,13445.213793103449,13298.193103448275,13346.89655172414,115811.96551724138,0.0,5402.9655172413795,0.0,0.0,0.0,492561492.51724136,434169959.0,881679552.4827586
Wed Sep 25 04:17:56 2019,7757.627586206896,4575.310344827586,32343.48275862069,4294954300.275862,42949672.04448273,7736.0275862068975,6106.9655172413795,43293.51724137931,4294949959.448276,42949672.04275861,7665.43448275862,5522.275862068966,34210.68965517241,4294943614.0689654,42949672.15034483,109806.4827586207,0.0,54051.96551724138,42949672.06551725,13443.765517241378,13293.724137931036,13343.33793103448,115519.13793103448,0.0,5398.758620689655,0.0,0.0,0.0,492563357.8965517,434169959.0,881680462.8965517
Wed Sep 25 04:18:55 2019,7759.585714285714,4541.571428571428,31972.678571428572,4294954134.321429,42949672.049285695,7740.857142857143,6038.142857142857,42554.42857142857,4294949588.607143,42949672.0467857,7668.342857142857,5446.714285714285,33558.78571428572,4294943751.25,42949672.156071424,108039.78571428571,0.0,54374.78571428572,42949672.068214305,13447.885714285716,13300.114285714288,13346.314285714285,113894.57142857143,0.0,5338.857142857143,0.0,0.0,0.0,492565168.25,434169959.0,881681363.3214285
Wed Sep 25 04:19:56 2019,7758.703448275862,4516.551724137931,31846.58620689655,4294954368.8965516,42949672.04758619,7739.586206896551,6056.482758620689,42632.31034482759,4294949380.3103447,42949672.04517239,7669.158620689656,5425.0344827586205,33244.620689655174,4294943617.4827585,42949672.16103448,107675.4827586207,0.0,54500.724137931036,42949672.07034484,13447.199999999997,13300.26206896552,13345.61379310345,114210.5172413793,0.0,5331.0344827586205,0.0,0.0,0.0,492566964.7241379,434169959.0,881682270.7241379
Wed Sep 25 04:20:55 2019,7761.0428571428565,4435.928571428572,31060.678571428572,4294954038.535714,42949672.05428569,7739.957142857143,5944.5,41802.17857142857,4294949620.714286,42949672.04785712,7670.8714285714295,5386.285714285715,32866.857142857145,4294943584.5,42949672.160357125,105765.17857142857,0.0,54655.107142857145,42949672.0757143,13448.314285714287,13302.814285714285,13349.999999999996,108657.25,0.0,5256.214285714285,0.0,0.0,0.0,492568738.5714286,434169959.0,881683176.8571428
Wed Sep 25 04:21:56 2019,7760.979310344827,4480.3448275862065,31401.068965517243,4294953937.0689654,42949672.05379308,7743.68275862069,5944.137931034483,41686.65517241379,4294949294.724138,42949672.0527586,7672.510344827585,5360.275862068966,32775.06896551724,4294943823.0689654,42949672.16137931,105866.5172413793,0.0,54809.24137931035,42949672.076551735,13452.206896551728,13306.386206896552,13349.337931034479,108119.96551724138,0.0,5260.827586206897,0.0,0.0,0.0,492570497.82758623,434169959.0,881684090.0689656
Wed Sep 25 04:22:54 2019,7768.757142857145,4491.857142857143,31532.571428571428,4294954017.214286,42949672.05142855,7748.442857142857,5908.714285714285,41443.82142857143,4294949425.464286,42949672.05178569,7677.942857142858,5337.0,32870.42857142857,4294944269.321429,42949672.15571429,105956.71428571429,0.0,54144.17857142857,42949672.07607144,13465.071428571433,13315.114285714282,13361.871428571432,108206.03571428571,0.0,5249.5,0.0,0.0,0.0,492572251.89285713,434169959.0,881684998.1428572
Wed Sep 25 04:23:55 2019,7770.6620689655165,4539.517241379311,32059.068965517243,4294954296.862069,42949672.04827584,7752.165517241379,5967.931034482759,42056.75862068965,4294949699.0689654,42949672.047931015,7678.386206896551,5380.758620689655,33289.1724137931,4294944299.275862,42949672.148965515,107350.10344827586,0.0,53610.0,42949672.06965519,13467.268965517243,13318.427586206899,13363.572413793101,109307.06896551725,0.0,5294.137931034483,0.0,0.0,0.0,492574031.0689655,434169959.0,881685889.9655173
Wed Sep 25 04:24:56 2019,7768.9655172413795,4597.241379310345,32511.206896551725,4294954200.9310346,42949672.04379309,7748.358620689655,6010.9655172413795,42197.24137931035,4294949116.4827585,42949672.051379286,7683.351724137931,5372.689655172414,33217.06896551724,4294944196.37931,42949672.150689654,107870.75862068965,0.0,54305.724137931036,42949672.0686207,13462.096551724138,13320.16551724138,13368.331034482759,113304.75862068965,0.0,5323.793103448276,0.0,0.0,0.0,492575856.17241377,434169959.0,881686805.1724138
Wed Sep 25 04:25:55 2019,7771.885714285714,4524.214285714285,31944.285714285714,4294954325.892857,42949672.04964284,7749.47142857143,5950.5,41752.607142857145,4294949247.892857,42949672.05178569,7685.22857142857,5317.285714285715,32771.07142857143,4294944333.107143,42949672.15571427,106464.35714285714,0.0,53995.28571428572,42949672.071071446,13462.92857142857,13322.785714285714,13372.200000000003,108259.75,0.0,5265.142857142857,0.0,0.0,0.0,492577636.25,434169959.0,881687705.0357143
Wed Sep 25 04:26:56 2019,7771.282758620688,4544.275862068966,32268.03448275862,4294954701.2413793,42949672.038620666,7750.758620689658,5981.379310344828,42145.793103448275,4294949685.275862,42949672.04862067,7685.462068965515,5357.793103448276,33289.0,4294944593.9310346,42949672.148965515,107723.41379310345,0.0,52886.89655172414,42949672.06517241,13465.903448275862,13325.586206896549,13372.262068965514,110140.37931034483,0.0,5295.6551724137935,0.0,0.0,0.0,492579413.37931037,434169959.0,881688597.7586207
Wed Sep 25 04:27:55 2019,7770.042857142857,4538.785714285715,32160.75,4294954627.5,42949672.042857125,7751.400000000001,5945.571428571428,42047.142857142855,4294950181.214286,42949672.04499998,7682.742857142859,5372.142857142857,33661.75,4294944943.535714,42949672.13821429,107826.85714285714,0.0,52082.32142857143,42949672.06535715,13466.142857142855,13322.871428571429,13368.51428571429,108254.28571428571,0.0,5281.5,0.0,0.0,0.0,492581209.53571427,434169959.0,881689470.0
Wed Sep 25 04:28:56 2019,7778.524137931034,4544.896551724138,32326.206896551725,4294954876.0,42949672.04137929,7755.724137931035,5956.137931034483,42210.8275862069,4294950212.9310346,42949672.044827566,7688.1517241379315,5355.103448275862,33525.48275862069,4294944994.862069,42949672.14344828,108066.20689655172,0.0,51852.275862068964,42949672.06448276,13475.172413793103,13328.275862068967,13378.882758620686,110199.72413793103,0.0,5285.793103448276,0.0,0.0,0.0,492583003.0689655,434169959.0,881690329.7241379
Wed Sep 25 04:29:55 2019,7778.014285714285,4539.0,32338.178571428572,4294955106.571429,42949672.039999984,7757.228571428571,5984.571428571428,42565.07142857143,4294950500.642857,42949672.041071415,7686.857142857142,5389.071428571428,33771.607142857145,4294944925.857143,42949672.14178572,108721.03571428571,0.0,51351.357142857145,42949672.06071425,13477.757142857141,13330.114285714286,13375.371428571425,112208.0,0.0,5304.714285714285,0.0,0.0,0.0,492584809.6785714,434169959.0,881691191.6785715
Wed Sep 25 04:30:55 2019,7771.282758620688,4490.896551724138,31778.03448275862,4294954694.5172415,42949672.043448254,7750.634482758622,5954.689655172414,42238.275862068964,4294950408.206897,42949672.04206895,7685.048275862071,5391.931034482759,33617.93103448276,4294944542.586207,42949672.1462069,107593.20689655172,0.0,52187.89655172414,42949672.06758623,13464.248275862074,13323.475862068966,13371.9724137931,108529.5172413793,0.0,5277.172413793103,0.0,0.0,0.0,492586607.20689654,434169959.0,881692050.3103448
Wed Sep 25 04:31:54 2019,7774.714285714287,4488.857142857143,31780.964285714286,4294954666.678571,42949672.042857125,7751.914285714286,5969.571428571428,42369.96428571428,4294950351.642857,42949672.041071415,7686.385714285713,5405.785714285715,33573.07142857143,4294944283.357143,42949672.15071428,107794.89285714286,0.0,52597.07142857143,42949672.06750001,13468.157142857139,13325.871428571429,13376.05714285714,110505.75,0.0,5293.714285714285,0.0,0.0,0.0,492588393.5,434169959.0,881692923.3571428
Wed Sep 25 04:32:55 2019,7772.275862068965,4523.586206896552,32206.310344827587,4294955084.9310346,42949672.04103447,7748.565517241379,5977.0344827586205,42108.137931034486,4294949678.37931,42949672.0489655,7683.889655172412,5288.689655172414,32809.275862068964,4294944854.2413793,42949672.145517245,107106.6551724138,0.0,52304.65517241379,42949672.06896553,13463.503448275866,13321.324137931033,13370.813793103449,109583.68965517242,0.0,5263.586206896552,0.0,0.0,0.0,492590183.3103448,434169959.0,881693796.7586207
Wed Sep 25 04:33:56 2019,7768.96551724138,4537.448275862069,32333.137931034482,4294955180.862069,42949672.03793102,7745.379310344828,5989.0344827586205,42132.137931034486,4294949585.9310346,42949672.05103446,7681.365517241378,5272.3448275862065,32675.724137931036,4294944987.965517,42949672.14586207,107178.58620689655,0.0,52092.10344827586,42949672.06896553,13458.082758620689,13315.696551724137,13365.351724137932,111678.79310344828,0.0,5266.275862068966,0.0,0.0,0.0,492591999.0344828,434169959.0,881694681.9310344
Wed Sep 25 04:34:55 2019,7770.5999999999985,4557.857142857143,32451.785714285714,4294954968.285714,42949672.035357125,7750.714285714285,5984.357142857143,42000.892857142855,4294949286.964286,42949672.05321426,7683.342857142858,5281.071428571428,32689.39285714286,4294944815.857143,42949672.14785714,107149.03571428571,0.0,52895.0,42949672.0667857,13462.92857142857,13322.185714285713,13368.0,111570.07142857143,0.0,5278.0,0.0,0.0,0.0,492593776.35714287,434169959.0,881695553.1785715
Wed Sep 25 04:35:56 2019,7769.875862068965,4569.517241379311,32387.896551724138,4294954567.827586,42949672.04241378,7750.3448275862065,5988.413793103448,42097.75862068965,4294949428.2413793,42949672.04827584,7684.137931034482,5325.310344827586,33052.68965517241,4294944676.172414,42949672.14689655,107569.24137931035,0.0,53171.31034482759,42949672.06724136,13462.593103448273,13322.979310344828,13368.331034482755,110658.44827586207,0.0,5292.9655172413795,0.0,0.0,0.0,492595564.8965517,434169959.0,881696437.6206896
Wed Sep 25 04:36:55 2019,7766.528571428572,4570.071428571428,32473.035714285714,4294954758.964286,42949672.04035713,7748.0999999999985,6051.857142857143,42877.357142857145,4294949993.142857,42949672.04321427,7683.5142857142855,5433.642857142857,33814.25,4294944276.357143,42949672.144999996,109146.89285714286,0.0,52887.75,42949672.06178568,13457.999999999998,13322.142857142859,13365.814285714287,113758.78571428571,0.0,5349.214285714285,0.0,0.0,0.0,492597362.8214286,434169959.0,881697319.75
Wed Sep 25 04:37:56 2019,7763.420689655173,4522.137931034483,32141.379310344826,4294954934.275862,42949672.03896551,7747.324137931032,6011.379310344828,42580.89655172414,4294950086.1034484,42949672.044827566,7677.6,5380.758620689655,33450.1724137931,4294944474.034483,42949672.145517245,108186.0,0.0,52403.862068965514,42949672.06482758,13456.17931034483,13317.682758620691,13356.537931034482,114324.10344827586,0.0,5304.482758620689,0.0,0.0,0.0,492599174.8965517,434169959.0,881698193.7241379
Wed Sep 25 04:38:55 2019,7765.371428571428,4536.428571428572,32306.25,4294954996.571429,42949672.035714276,7746.899999999999,6020.142857142857,42554.5,4294949812.107143,42949672.04535712,7678.928571428573,5361.428571428572,33264.42857142857,4294944443.25,42949672.14785714,108139.32142857143,0.0,52625.42857142857,42949672.06357139,13458.471428571427,13317.128571428568,13358.828571428574,114279.10714285714,0.0,5311.5,0.0,0.0,0.0,492600971.89285713,434169959.0,881699068.3928572
Wed Sep 25 04:39:55 2019,7769.296551724139,4610.689655172414,32912.03448275862,4294954958.172414,42949672.03896549,7749.186206896553,6100.758620689655,42954.44827586207,4294949116.4827585,42949672.04586205,7686.496551724137,5360.482758620689,33244.55172413793,4294944350.6896553,42949672.14931034,109104.1724137931,0.0,53469.48275862069,42949672.061724104,13459.406896551724,13323.724137931036,13372.924137931032,115191.10344827586,0.0,5351.6551724137935,0.0,0.0,0.0,492602783.2413793,434169959.0,881699952.5172414
Wed Sep 25 04:40:54 2019,7773.0428571428565,4548.0,32252.964285714286,4294954602.857143,42949672.0442857,7751.357142857142,5962.5,42079.0,4294949744.821429,42949672.04785712,7688.228571428571,5348.357142857143,33250.142857142855,4294944521.285714,42949672.14964285,107560.78571428571,0.0,52965.857142857145,42949672.0675,13466.4,13327.499999999998,13377.085714285717,109678.28571428571,0.0,5285.5,0.0,0.0,0.0,492604578.71428573,434169959.0,881700835.6785715
Wed Sep 25 04:41:55 2019,7771.117241379311,4596.206896551724,32641.44827586207,4294954553.9310346,42949672.04137929,7748.731034482759,6004.3448275862065,42323.89655172414,4294949496.793103,42949672.04931032,7685.420689655171,5366.275862068966,33419.31034482759,4294944587.137931,42949672.1462069,108381.13793103448,0.0,53263.75862068965,42949672.06344826,13463.089655172413,13322.689655172417,13372.593103448276,113334.03448275862,0.0,5322.9655172413795,0.0,0.0,0.0,492606376.44827586,434169959.0,881701721.9310344
Wed Sep 25 04:42:56 2019,7765.9034482758625,4614.206896551724,32648.310344827587,4294954235.1034484,42949672.04448274,7744.675862068964,5931.517241379311,41690.03448275862,4294949616.724138,42949672.051034465,7683.144827586208,5345.793103448276,33573.34482758621,4294945049.62069,42949672.138965525,107911.75862068965,0.0,52989.793103448275,42949672.06379311,13455.144827586208,13318.220689655172,13366.882758620693,108210.13793103448,0.0,5294.620689655172,0.0,0.0,0.0,492608211.7586207,434169959.0,881702621.7931035
Wed Sep 25 04:43:55 2019,7762.585714285716,4647.642857142857,32930.71428571428,4294954354.357143,42949672.04071427,7740.9857142857145,5945.785714285715,41795.07142857143,4294949631.357143,42949672.04785712,7678.285714285713,5347.285714285715,33633.32142857143,4294945248.678571,42949672.13642858,108266.92857142857,0.0,52682.07142857143,42949672.06249999,13450.585714285713,13311.600000000004,13361.057142857142,108150.07142857143,0.0,5310.928571428572,0.0,0.0,0.0,492610008.9285714,434169959.0,881703498.3928572
Wed Sep 25 04:44:56 2019,7764.827586206897,4598.896551724138,32511.310344827587,4294954300.3448277,42949672.04241378,7742.9793103448255,5960.068965517241,41940.24137931035,4294949654.413793,42949672.04827584,7677.889655172414,5361.310344827586,33388.379310344826,4294944621.413793,42949672.14448276,107829.68965517242,0.0,53370.06896551724,42949672.06620691,13454.234482758624,13311.393103448274,13360.717241379312,108701.5172413793,0.0,5308.068965517241,0.0,0.0,0.0,492611808.5862069,434169959.0,881704381.9310344
Wed Sep 25 04:45:55 2019,7765.02857142857,4566.214285714285,32235.214285714286,4294954244.25,42949672.04714284,7742.314285714287,5929.714285714285,41695.75,4294949723.5,42949672.04857141,7679.142857142858,5344.5,33267.92857142857,4294944720.0,42949672.14571428,107223.71428571429,0.0,53313.5,42949672.06892859,13453.971428571427,13312.328571428572,13362.514285714284,108438.71428571429,0.0,5280.0,0.0,0.0,0.0,492613597.60714287,434169959.0,881705269.8928572
Wed Sep 25 04:46:56 2019,7771.7793103448275,4549.241379310345,32291.931034482757,4294954704.62069,42949672.041379295,7753.903448275862,5935.862068965517,41881.96551724138,4294949901.2413793,42949672.046551704,7685.462068965516,5320.758620689655,33155.55172413793,4294944967.448276,42949672.14724138,107315.89655172414,0.0,52277.0,42949672.06793105,13469.83448275862,13328.31724137931,13371.641379310344,108291.96551724138,0.0,5266.482758620689,0.0,0.0,0.0,492615381.0689655,434169959.0,881706149.9655173
Wed Sep 25 04:47:55 2019,7780.757142857142,4540.928571428572,32220.964285714286,4294954592.142857,42949672.04321427,7764.257142857144,5919.642857142857,42079.03571428572,4294950607.107143,42949672.04249998,7694.442857142859,5408.357142857143,34133.67857142857,4294945092.535714,42949672.140357144,108487.07142857143,0.0,51621.107142857145,42949672.063214265,13484.657142857139,13344.814285714287,13385.699999999999,108419.5,0.0,5292.428571428572,0.0,0.0,0.0,492617178.8214286,434169959.0,881707008.6071428
Wed Sep 25 04:48:56 2019,7774.3448275862065,4603.862068965517,32572.96551724138,4294954207.862069,42949672.044827566,7744.758620689654,5993.793103448276,42378.620689655174,4294949956.0,42949672.04551722,7684.965517241378,5449.862068965517,34076.96551724138,4294944367.6896553,42949672.14172414,109035.58620689655,0.0,53277.75862068965,42949672.06310343,13462.675862068963,13316.400000000003,13377.972413793104,112522.27586206897,0.0,5346.137931034483,0.0,0.0,0.0,492618989.9655172,434169959.0,881707883.4137931
Wed Sep 25 04:49:54 2019,7771.92857142857,4488.214285714285,31507.64285714286,4294953971.0,42949672.049999975,7742.4,5893.714285714285,41717.03571428572,4294950372.821429,42949672.04321427,7682.742857142856,5433.642857142857,33775.28571428572,4294944148.571429,42949672.15178571,107038.85714285714,0.0,53398.96428571428,42949672.070000015,13457.57142857143,13312.32857142857,13373.142857142855,108215.64285714286,0.0,5271.714285714285,0.0,0.0,0.0,492620782.6785714,434169959.0,881708771.75
Wed Sep 25 04:50:55 2019,7772.193103448276,4478.275862068966,31274.379310344826,4294953652.862069,42949672.055172384,7742.441379310344,5889.931034482759,41683.206896551725,4294950476.827586,42949672.04448274,7683.310344827586,5471.172413793103,34059.862068965514,4294944025.1034484,42949672.14931034,107151.13793103448,0.0,53681.68965517241,42949672.06931035,13457.751724137928,13313.503448275864,13375.44827586207,108221.72413793103,0.0,5281.172413793103,0.0,0.0,0.0,492622559.48275864,434169959.0,881709659.5517242
Wed Sep 25 04:51:56 2019,7767.351724137931,4547.379310344828,31921.931034482757,4294953793.2413793,42949672.053103425,7747.572413793102,5984.689655172414,42248.620689655174,4294949846.413793,42949672.04413791,7685.089655172414,5486.896551724138,34025.620689655174,4294943733.8965516,42949672.14793103,108124.20689655172,0.0,54624.137931034486,42949672.06965519,13456.84137931035,13323.144827586211,13368.124137931034,109833.41379310345,0.0,5337.931034482759,0.0,0.0,0.0,492624379.55172414,434169959.0,881710578.0689656
Wed Sep 25 04:52:55 2019,7762.457142857142,4578.857142857143,32270.821428571428,4294954020.785714,42949672.04607141,7745.142857142858,6038.357142857143,42625.357142857145,4294949684.428571,42949672.046428554,7679.142857142858,5483.571428571428,33913.642857142855,4294943655.464286,42949672.152142845,108760.03571428571,0.0,54555.78571428572,42949672.06928573,13452.42857142857,13316.44285714286,13360.114285714286,114819.60714285714,0.0,5365.785714285715,0.0,0.0,0.0,492626186.21428573,434169959.0,881711484.1785715
Wed Sep 25 04:53:56 2019,7760.813793103447,4586.896551724138,32250.931034482757,4294953851.551724,42949672.04862067,7740.910344827587,5910.620689655172,41412.48275862069,4294949404.275862,42949672.05241377,7675.944827586207,5344.758620689655,33203.379310344826,4294944621.2413793,42949672.148965515,106863.24137931035,0.0,54024.65517241379,42949672.0710345,13447.075862068967,13309.572413793105,13355.213793103452,108397.24137931035,0.0,5278.758620689655,0.0,0.0,0.0,492627978.8965517,434169959.0,881712390.7241379
