hora,Tension de Linea L1,Corriente L1,Potencia Activa L1,Potencia Reactiva L1,Factor de Potencia L1,Tension de Linea L2,Corriente L2,Potencia Activa L2,Potencia Reactiva L2,Factor de Potencia L2,Tension de Linea L3,Corriente L3,Potencia Activa L3,Potencia Reactiva L3,Factor de Potencia L3,Potencia Activa III,Potencia Inductiva III,Potencia Capacitiva III,Coseno Fi,Tension entre Lineas L1 y L2,Tension entre Lineas L2 y L3,Tension entre Lineas L3 y L1,Potencia Aparente III,Demanda Maxima,Corriente de las Tres Fases,Corriente de Neutro,Demanda Maxima A2,Demanda Maxima A3,Energia Activa,Energia Reactiva Inductiva,Energia Reactiva Capacitiva
Wed Sep 25 14:44:56 2019,7740.248275862068,7060.3448275862065,52468.862068965514,13235.379310344828,0.9610344827586207,7714.179310344828,8521.655172413793,64919.65517241379,6773.620689655172,0.9868965517241375,7643.751724137932,7058.275862068966,53651.03448275862,1184818245.7931035,11848186.092068966,171851.55172413794,20279.620689655174,935.3448275862069,0.9886206896551722,13403.337931034483,13259.337931034483,13302.413793103446,160114.37931034484,0.0,7592.413793103448,0.0,0.0,0.0,494238005.1034483,434322932.9310345,881899324.9655173
Wed Sep 25 14:45:55 2019,7755.385714285714,8952.214285714286,67809.60714285714,12671.92857142857,0.9746428571428571,7731.557142857141,10477.5,80322.0,4950.285714285715,0.991428571428571,7660.6285714285705,8828.785714285714,67270.28571428571,4294965585.571429,42949671.963571444,215210.25,17622.25,1728.2142857142858,0.9928571428571428,13431.642857142857,13291.371428571429,13331.485714285716,206157.57142857142,0.0,9358.357142857143,0.0,0.0,0.0,494241341.85714287,434323248.96428573,881899345.0357143
Wed Sep 25 14:46:56 2019,7749.517241379312,6110.482758620689,46401.137931034486,2665842636.793103,26658417.458965525,7723.448275862068,7568.275862068966,56888.793103448275,2813937316.862069,28139440.610689662,7653.848275862071,6214.137931034483,45270.55172413793,4294955636.6551723,42949672.010689646,148416.4827586207,3193.206896551724,21030.03448275862,28139440.613793105,13421.6275862069,13280.275862068966,13321.77931034483,140122.41379310345,0.0,6600.068965517241,0.0,0.0,0.0,494244301.6896552,434323417.62068963,881899505.6551725
Wed Sep 25 14:47:55 2019,7747.3285714285685,5821.714285714285,44424.57142857143,4294963882.214286,42949671.97142859,7721.914285714284,7300.285714285715,54669.28571428572,4294956118.0,42949671.98892857,7650.942857142857,5996.357142857143,42604.0,4294951902.214286,42949672.02928571,141605.5,0.0,29992.60714285714,42949671.99,13415.699999999999,13272.942857142854,13314.900000000003,134583.0,0.0,6371.142857142857,0.0,0.0,0.0,494246657.4285714,434323426.0,881899981.2142857
Wed Sep 25 14:48:56 2019,7753.241379310345,8067.310344827586,60256.65517241379,1481031328.9655173,14810232.343448285,7728.1655172413775,9469.241379310344,71391.8275862069,1777227918.5172415,17772278.63413794,7656.95172413793,7870.137931034483,58858.862068965514,2962041583.586207,29620463.748965528,190627.1379310345,15397.379310344828,12067.172413793103,19253301.774482768,13428.455172413796,13284.95172413793,13326.165517241381,186477.9655172414,0.0,8559.793103448275,0.0,0.0,0.0,494249277.7241379,434323534.13793105,881900370.6206896
Wed Sep 25 14:49:54 2019,7756.928571428573,7689.857142857143,58271.107142857145,9996.392857142857,0.9785714285714285,7729.842857142857,9131.785714285714,70006.25,2498.1785714285716,0.9939285714285709,7661.742857142855,7586.357142857143,57564.92857142857,3528005166.821429,35280087.869285725,185391.60714285713,12352.5,3694.0714285714284,0.9982142857142857,13431.300000000003,13290.042857142858,13334.142857142857,174186.67857142858,0.0,8061.142857142857,0.0,0.0,0.0,494252675.78571427,434323798.89285713,881900432.1071428
Wed Sep 25 14:50:55 2019,7753.986206896551,6758.689655172414,51242.24137931035,8281.206896551725,0.9796551724137934,7725.889655172414,8258.896551724138,63261.48275862069,1185.4827586206898,0.9937931034482755,7657.6551724137935,6794.896551724138,51369.10344827586,4294962235.551724,42949671.969655186,165924.24137931035,9415.344827586207,5067.310344827586,1.0,13428.000000000002,13281.848275862068,13330.8,154285.58620689655,0.0,7271.724137931034,0.0,0.0,0.0,494255497.13793105,434323965.48275864,881900513.0
Wed Sep 25 14:51:54 2019,7761.428571428571,6630.857142857143,50183.892857142855,8789.857142857143,0.9753571428571428,7732.500000000001,8211.857142857143,62951.642857142855,1387.4642857142858,0.9939285714285712,7664.914285714287,6666.214285714285,50347.142857142855,4294961753.214286,42949671.97464287,163443.75,10155.92857142857,5532.107142857143,1.0,13441.371428571429,13293.514285714287,13342.8,154420.35714285713,0.0,7167.571428571428,0.0,0.0,0.0,494258244.64285713,434324130.03571427,881900598.1428572
Wed Sep 25 14:52:55 2019,7769.544827586207,8967.103448275862,67938.31034482758,13242.241379310344,0.9755172413793102,7741.200000000001,10611.51724137931,81406.6551724138,5557.3448275862065,0.9903448275862062,7673.503448275861,8868.0,67681.3448275862,4294965267.6896553,42949671.96413795,217142.8275862069,18940.0,1963.2068965517242,0.992068965517241,13456.055172413793,13309.199999999999,13357.82068965517,210819.7931034483,0.0,9490.068965517241,0.0,0.0,0.0,494261453.5862069,434324379.6551724,881900659.862069
Wed Sep 25 14:53:56 2019,7760.31724137931,6656.896551724138,50471.48275862069,8401.068965517241,0.9796551724137931,7731.310344827586,8189.172413793103,62771.55172413793,1230.103448275862,0.9906896551724131,7660.675862068963,6688.137931034483,50495.44827586207,4294961909.965517,42949671.97137933,163536.37931034484,9535.137931034482,5389.482758620689,1.0,13437.310344827587,13287.599999999999,13335.186206896555,155442.0344827586,0.0,7163.103448275862,0.0,0.0,0.0,494264650.2413793,434324616.0,881900724.1034483
Wed Sep 25 14:54:55 2019,7746.771428571431,8252.357142857143,62557.75,10691.857142857143,0.9796428571428574,7717.071428571427,9850.285714285714,75392.82142857143,3527.3214285714284,0.9917857142857137,7647.642857142858,8281.714285714286,62880.78571428572,4294964095.214286,42949671.966428585,201289.17857142858,14375.32142857143,3211.3928571428573,0.9946428571428566,13412.057142857144,13264.757142857143,13312.714285714288,193955.92857142858,0.0,8858.92857142857,0.0,0.0,0.0,494267549.5714286,434324795.89285713,881900803.5714285
Wed Sep 25 14:55:56 2019,7746.455172413793,7307.172413793103,55415.51724137931,8716.310344827587,0.9820689655172414,7719.558620689656,8733.724137931034,66845.31034482758,148103937.6551724,1481024.1300000006,7650.993103448276,7262.275862068966,54904.96551724138,4294962924.172414,42949671.96862071,176710.1379310345,10247.793103448275,4474.6551724137935,0.9982758620689655,13412.068965517243,13270.427586206897,13315.448275862069,165566.2068965517,0.0,7718.758620689655,0.0,0.0,0.0,494270896.3448276,434325031.9310345,881900853.2068965
Wed Sep 25 14:56:55 2019,7745.4,6789.0,51532.32142857143,7863.571428571428,0.9817857142857145,7719.814285714286,8191.928571428572,62664.17857142857,153392661.4642857,3067834.633928568,7650.857142857143,6777.857142857143,51177.46428571428,4294962665.142857,42949671.970357165,165445.0,9141.107142857143,4584.678571428572,0.999642857142857,13414.457142857145,13272.814285714285,13313.57142857143,155768.2857142857,0.0,7319.071428571428,0.0,0.0,0.0,494273592.5714286,434325166.35714287,881900937.4642857
Wed Sep 25 14:57:55 2019,7740.744827586206,8690.896551724138,65872.1724137931,11107.689655172413,0.9817241379310344,7716.0,10127.586206896553,77534.93103448275,3857.862068965517,0.9931034482758618,7643.3379310344835,8573.379310344828,65118.55172413793,4294964787.965517,42949671.96448278,208121.41379310345,14855.896551724138,2487.4827586206898,0.9944827586206898,13406.937931034481,13258.882758620693,13304.358620689654,199677.55172413794,0.0,9077.034482758621,0.0,0.0,0.0,494276886.2413793,434325392.3448276,881900984.7931035
Wed Sep 25 14:58:54 2019,7748.185714285713,5746.714285714285,43796.46428571428,4141571749.5,41415755.15142858,7721.828571428574,7162.5,53913.5,4141566394.785714,41415755.16250001,7650.942857142857,6147.642857142857,44101.57142857143,4294952587.321429,42949672.0217857,140920.64285714287,0.0,28622.571428571428,42949671.98964286,13421.057142857146,13273.114285714284,13317.257142857143,138707.67857142858,0.0,6316.642857142857,0.0,0.0,0.0,494279665.0,434325499.0,881901253.9642857
Wed Sep 25 14:59:55 2019,7751.420689655173,5797.6551724137935,44276.862068965514,4294963647.1034484,42949671.974827595,7724.027586206898,7320.0,55117.34482758621,4294957445.586207,42949671.98379311,7653.434482758621,6189.724137931034,44246.06896551724,4294951857.4827585,42949672.02310343,143606.0344827586,0.0,28917.241379310344,42949671.99,13424.648275862071,13278.455172413793,13319.420689655173,138737.62068965516,0.0,6437.862068965517,0.0,0.0,0.0,494282030.20689654,434325499.0,881901731.5172414
Wed Sep 25 15:00:56 2019,7752.413793103448,5796.620689655172,44256.24137931035,4294963736.137931,42949671.97068968,7726.3448275862065,7333.448275862069,55179.06896551724,4294957082.551724,42949671.98655173,7654.8,6129.517241379311,43752.620689655174,4294951771.862069,42949672.02655171,143105.8620689655,0.0,29225.58620689655,42949671.99,13426.675862068963,13280.441379310347,13323.806896551725,138768.5172413793,0.0,6418.9655172413795,0.0,0.0,0.0,494284463.79310346,434325499.0,881902227.1034483
Wed Sep 25 15:01:55 2019,7759.414285714284,6290.142857142857,47032.78571428572,3681401117.892857,35280087.84857144,7735.457142857142,7807.285714285715,58327.92857142857,3681394723.392857,36814004.69285715,7664.014285714287,6549.0,46968.857142857145,4141564460.857143,41415755.19285714,152943.39285714287,7065.25,22937.785714285714,36814004.70142858,13442.742857142857,13298.271428571428,13336.885714285714,150536.60714285713,0.0,6922.785714285715,0.0,0.0,0.0,494286858.71428573,434325524.71428573,881902685.8214285
Wed Sep 25 15:02:56 2019,7763.958620689656,9115.034482758621,69058.58620689655,13269.758620689656,0.9755172413793103,7739.255172413793,10653.724137931034,81763.10344827586,5170.275862068966,0.9910344827586203,7670.234482758622,8954.48275862069,68328.96551724138,4146863611.793103,41468648.8310345,219034.10344827586,18463.96551724138,1373.896551724138,0.992413793103448,13449.144827586208,13306.055172413793,13346.896551724141,210993.3103448276,0.0,9522.48275862069,0.0,0.0,0.0,494290112.3103448,434325788.1034483,881902840.9655173
Wed Sep 25 15:03:55 2019,7763.485714285713,6720.0,50904.28571428572,8740.107142857143,0.9775000000000001,7741.285714285716,8199.214285714286,62880.642857142855,1515.142857142857,0.9939285714285709,7670.657142857142,6711.857142857143,50779.92857142857,4294962647.392857,42949671.97250002,164451.42857142858,10202.0,4694.785714285715,1.0,13448.400000000003,13310.014285714282,13346.100000000004,155101.9642857143,0.0,7197.928571428572,0.0,0.0,0.0,494293242.89285713,434326015.75,881902896.4285715
Wed Sep 25 15:04:56 2019,7763.2137931034495,8236.344827586207,62442.58620689655,11296.344827586207,0.9775862068965518,7738.841379310345,9715.448275862069,74492.72413793103,4375.206896551724,0.9906896551724131,7670.813793103447,8240.48275862069,62757.93103448276,3850658292.275862,38506602.55689656,200326.9655172414,15877.068965517241,2062.6206896551726,0.9937931034482752,13445.91724137931,13308.289655172415,13344.74482758621,190987.55172413794,0.0,8813.862068965518,0.0,0.0,0.0,494296155.51724136,434326214.62068963,881902960.4482758
Wed Sep 25 15:05:55 2019,7760.271428571429,7385.571428571428,55925.5,9833.17857142857,0.9778571428571429,7737.471428571428,8742.0,66997.07142857143,2292.4285714285716,0.9917857142857139,7667.014285714286,7224.428571428572,54807.607142857145,3988180731.178571,39881838.328214295,177350.4642857143,12072.285714285714,3175.8571428571427,0.997142857142857,13442.271428571426,13301.57142857143,13338.985714285716,166584.07142857142,0.0,7741.928571428572,0.0,0.0,0.0,494299488.89285713,434326471.14285713,881902994.0357143
Wed Sep 25 15:06:55 2019,7759.0344827586205,7030.551724137931,52736.24137931035,11813.551724137931,0.9682758620689653,7736.317241379312,8438.068965517241,64721.10344827586,1761.0344827586207,0.992068965517241,7666.799999999999,6608.689655172414,50296.724137931036,4146861953.448276,41468648.831379324,168432.3448275862,13913.793103448275,3052.8275862068967,0.9993103448275862,13441.117241379312,13301.42068965517,13337.793103448277,161100.1724137931,0.0,7417.862068965517,0.0,0.0,0.0,494302262.4137931,434326679.0344828,881903047.0689656
Wed Sep 25 15:07:54 2019,7757.614285714284,9202.07142857143,69236.25,15383.035714285714,0.9710714285714283,7735.371428571429,10626.214285714286,81471.60714285714,5127.714285714285,0.9907142857142853,7663.542857142856,8695.92857142857,66269.57142857143,1533916671.5,15339169.2,216480.57142857142,21018.214285714286,752.2857142857143,0.9921428571428569,13435.242857142859,13296.385714285716,13332.72857142857,207591.2142857143,0.0,9459.142857142857,0.0,0.0,0.0,494305590.25,434326986.10714287,881903074.5
Wed Sep 25 15:08:55 2019,7760.399999999998,5927.793103448276,45284.137931034486,3850660687.172414,38506602.55655174,7739.586206896553,7471.0344827586205,56775.65517241379,3850654098.6551723,38506602.56620691,7668.620689655173,6247.241379310345,45695.31034482759,4294955393.275862,42949672.00344827,147775.6896551724,1600.0344827586207,19351.344827586207,38506602.5648276,13444.800000000003,13306.055172413793,13339.075862068963,141927.8275862069,0.0,6548.551724137931,0.0,0.0,0.0,494308507.3103448,434327161.2413793,881903245.137931
Wed Sep 25 15:09:56 2019,7766.937931034484,5800.758620689655,44437.96551724138,4294965901.4827585,42949671.969655186,7744.841379310345,7341.517241379311,55795.793103448275,4294960196.8965516,42949671.97551726,7674.372413793101,6249.103448275862,45517.206896551725,4294954111.9310346,42949672.005862065,145730.3103448276,0.0,21670.724137931036,42949671.97896553,13454.524137931036,13315.158620689659,13352.855172413792,139096.0344827586,0.0,6463.172413793103,0.0,0.0,0.0,494310968.82758623,434327162.0,881903607.4482758
Wed Sep 25 15:10:55 2019,7773.342857142857,5829.214285714285,44694.28571428572,4294965897.857143,42949671.97142859,7751.742857142856,7385.142857142857,56227.107142857145,4294960497.035714,42949671.97678573,7680.942857142859,6301.928571428572,45932.78571428572,4294953985.178571,42949672.00749999,146808.10714285713,0.0,21514.928571428572,42949671.97607144,13465.628571428573,13325.357142857145,13364.22857142857,139494.4642857143,0.0,6499.5,0.0,0.0,0.0,494313404.25,434327162.0,881903967.7142857
Wed Sep 25 15:11:56 2019,7776.827586206897,7884.620689655172,58886.1724137931,1629134533.5172415,16291255.480344845,7754.275862068966,9419.793103448275,71244.58620689655,1925332918.413793,19253301.76517242,7684.137931034483,7967.172413793103,59266.620689655174,1925326576.5172415,19253301.78137931,190034.4827586207,18111.0,8774.551724137931,20734324.91034483,13468.593103448275,13330.8,13368.3724137931,185990.8620689655,0.0,8428.896551724138,0.0,0.0,0.0,494316063.20689654,434327280.0344828,881904255.862069
Wed Sep 25 15:12:55 2019,7777.242857142859,8175.857142857143,61695.42857142857,13069.285714285714,0.9724999999999999,7754.957142857144,9679.5,74303.5,5617.428571428572,0.9903571428571424,7684.157142857143,8047.928571428572,61368.92857142857,2607657416.571429,26076586.942500006,197009.60714285713,19041.60714285714,1763.75,0.995,13469.871428571429,13331.271428571428,13369.114285714284,187143.35714285713,0.0,8576.714285714286,0.0,0.0,0.0,494319564.6785714,434327652.25,881904296.0
Wed Sep 25 15:13:56 2019,7771.324137931033,6704.896551724138,50498.8275862069,10470.448275862069,0.9693103448275858,7748.64827586207,8245.241379310344,63240.93103448276,3518.7241379310344,0.9917241379310341,7678.96551724138,6797.793103448276,51615.8275862069,4146861703.413793,41468648.8334483,166352.6896551724,14174.310344827587,3316.551724137931,0.9993103448275861,13461.641379310344,13320.910344827584,13359.68275862069,158411.93103448275,0.0,7288.551724137931,0.0,0.0,0.0,494322427.2758621,434327903.7586207,881904345.2413793
Wed Sep 25 15:14:55 2019,7767.214285714287,8993.142857142857,67979.92857142857,13864.285714285714,0.9735714285714284,7745.957142857141,10413.857142857143,79750.67857142857,6816.785714285715,0.9899999999999994,7675.414285714285,8864.785714285714,67674.71428571429,1073742363.3214285,10737418.738214286,215263.42857142858,21766.964285714286,440.0357142857143,0.9914285714285711,13455.685714285713,13319.57142857143,13352.528571428573,205950.2857142857,0.0,9357.285714285714,0.0,0.0,0.0,494325691.53571427,434328216.5714286,881904372.9285715
Wed Sep 25 15:15:55 2019,7772.565517241379,6704.275862068966,50611.862068965514,10018.172413793103,0.9717241379310345,7752.455172413793,8078.275862068966,61955.96551724138,3196.689655172414,0.9917241379310341,7680.372413793102,6659.172413793103,50598.137931034486,4294964719.4827585,42949671.966206916,163124.9655172414,13218.413793103447,2535.3793103448274,0.9989655172413792,13467.144827586206,13329.51724137931,13360.344827586205,151264.5172413793,0.0,7140.137931034483,0.0,0.0,0.0,494328750.9655172,434328486.9310345,881904404.137931
Wed Sep 25 15:16:54 2019,7785.6,8624.357142857143,65183.67857142857,14034.607142857143,0.9724999999999996,7766.914285714284,9919.92857142857,76123.96428571429,7292.25,0.9878571428571427,7693.071428571428,8493.0,64906.857142857145,1533918619.5357144,15339169.199285716,207218.89285714287,23732.85714285714,567.75,0.9928571428571422,13485.042857142855,13348.671428571428,13379.271428571423,197059.82142857142,0.0,9074.5,0.0,0.0,0.0,494331694.25,434328769.03571427,881904430.7142857
Wed Sep 25 15:17:55 2019,7789.406896551724,6974.482758620689,53051.34482758621,1925336700.862069,19253301.765862074,7771.572413793106,8291.379310344828,63299.206896551725,2073432779.0,20734324.9124138,7693.613793103448,7032.413793103448,52938.34482758621,3110143520.3103447,31101486.8862069,167839.55172413794,9829.896551724138,8733.413793103447,20734324.911379315,13496.193103448275,13355.29655172414,13383.020689655172,160106.7931034483,0.0,7337.793103448276,0.0,0.0,0.0,494335041.79310346,434329116.17241377,881904471.2413793
Wed Sep 25 15:18:56 2019,7787.793103448274,5918.275862068966,45506.89655172414,4294966511.275862,42949671.971724145,7773.558620689656,7281.310344827586,55638.10344827586,4294961166.5172415,42949671.9748276,7691.420689655171,6234.413793103448,45907.75862068965,4294956017.0,42949671.99965517,146960.4827586207,0.0,18371.275862068964,42949671.97000002,13500.24827586207,13355.958620689655,13379.710344827587,139769.41379310345,0.0,6476.896551724138,0.0,0.0,0.0,494337588.79310346,434329152.0,881904737.6206896
Wed Sep 25 15:19:55 2019,7791.257142857144,5897.785714285715,45371.96428571428,3681400347.964286,35280087.864642866,7772.057142857142,7346.142857142857,56110.03571428572,4294960546.714286,42949671.97500002,7691.485714285713,6165.642857142857,45258.42857142857,4294955351.428571,42949672.00178571,146846.9642857143,28.392857142857142,18927.89285714286,42949671.97000002,13501.971428571429,13352.528571428573,13382.485714285713,139785.7142857143,0.0,6476.5,0.0,0.0,0.0,494340033.96428573,434329152.0714286,881905048.4285715
Wed Sep 25 15:20:56 2019,7789.986206896552,6312.0,47723.68965517241,2665844675.413793,26658417.451724146,7771.365517241377,7813.448275862069,59225.48275862069,3998758985.413793,38506602.55620691,7692.993103448274,6612.827586206897,48480.793103448275,3850651388.551724,38506602.58,154936.5172413793,8747.068965517241,15990.034482758621,37025579.41413795,13496.068965517243,13351.737931034488,13385.255172413792,152610.72413793104,0.0,7104.620689655172,0.0,0.0,0.0,494342508.44827586,434329176.7586207,881905359.5517242
Wed Sep 25 15:21:55 2019,7787.614285714286,9114.42857142857,68728.71428571429,15794.642857142857,0.9682142857142855,7768.542857142858,10750.92857142857,82532.67857142857,8300.035714285714,0.9878571428571423,7690.714285714285,8988.857142857143,68735.75,1380525571.2857144,13805252.380714284,219347.67857142858,24999.60714285714,677.75,0.9899999999999994,13493.57142857143,13348.757142857145,13379.442857142858,208147.7857142857,0.0,9538.357142857143,0.0,0.0,0.0,494345812.35714287,434329517.96428573,881905478.0357143
Wed Sep 25 15:22:56 2019,7787.048275862069,6853.6551724137935,51533.620689655174,11642.137931034482,0.9679310344827585,7766.15172413793,8271.931034482759,63569.93103448276,4145.724137931034,0.9896551724137926,7692.910344827585,6721.448275862069,51156.620689655174,4294965223.137931,42949671.966206916,166222.3448275862,15678.275862068966,2024.8620689655172,0.9927586206896545,13488.910344827587,13349.00689655172,13384.262068965514,155547.62068965516,0.0,7277.793103448276,0.0,0.0,0.0,494348893.51724136,434329831.0,881905507.137931
Wed Sep 25 15:23:54 2019,7791.214285714285,9123.42857142857,68806.75,15833.642857142857,0.9685714285714283,7768.457142857143,10434.857142857143,80169.35714285714,7381.035714285715,0.9892857142857139,7696.371428571429,8767.07142857143,67067.85714285714,920352239.2142857,9203501.917142862,216342.0,25766.214285714286,319.35714285714283,0.9899999999999994,13492.114285714284,13351.971428571427,13391.014285714287,209325.17857142858,0.0,9478.785714285714,0.0,0.0,0.0,494351992.28571427,434330160.53571427,881905527.4642857
Wed Sep 25 15:24:55 2019,7794.165517241381,7362.206896551724,55377.68965517241,12814.068965517241,0.9672413793103447,7770.124137931036,8572.344827586207,65933.8275862069,3751.689655172414,0.9903448275862065,7699.862068965516,6930.413793103448,52527.24137931035,3702557503.2413793,37025579.41965519,172968.6896551724,16469.793103448275,514.0,0.9899999999999994,13497.10344827586,13359.43448275862,13398.579310344829,165043.27586206896,0.0,7556.068965517241,0.0,0.0,0.0,494355346.2758621,434330530.1034483,881905531.3793104
Wed Sep 25 15:25:56 2019,7791.848275862069,7977.931034482759,60088.8275862069,13807.689655172413,0.9668965517241377,7768.344827586208,9241.862068965518,71032.13793103448,4964.586206896552,0.9906896551724131,7698.496551724139,7617.103448275862,58149.48275862069,2369637841.4827585,23696371.187931035,189489.7931034483,19854.896551724138,390.62068965517244,0.9899999999999994,13492.593103448275,13355.958620689657,13394.731034482755,182069.5172413793,0.0,8353.241379310344,0.0,0.0,0.0,494358244.82758623,434330811.37931037,881905541.2758621
Wed Sep 25 15:26:55 2019,7790.828571428572,8228.142857142857,62121.32142857143,12962.857142857143,0.9696428571428571,7769.700000000002,9538.92857142857,73111.10714285714,613571075.1428572,6135668.274285713,7698.557142857144,7902.857142857143,60176.607142857145,2147483030.5714285,21474836.485714283,194078.39285714287,19052.25,2881.5,6135668.272857143,13493.05714285714,13358.657142857146,13392.214285714288,186077.57142857142,0.0,8463.42857142857,0.0,0.0,0.0,494361708.28571427,434331198.25,881905548.75
Wed Sep 25 15:27:56 2019,7792.0965517241375,5848.3448275862065,44955.275862068964,3406352913.586207,34063533.14931036,7771.2827586206895,7236.0,55203.0,4294960871.8965516,42949671.97724139,7702.96551724138,6146.068965517241,45273.862068965514,4294955924.37931,42949672.00034483,145387.5172413793,30.79310344827586,18340.48275862069,42949671.97000002,13493.710344827583,13363.365517241378,13398.124137931034,139839.9655172414,0.0,6408.206896551724,0.0,0.0,0.0,494364384.2413793,434331309.86206895,881905752.8965517
Wed Sep 25 15:28:55 2019,7791.5142857142855,5767.071428571428,44293.357142857145,4294965915.714286,42949671.96928573,7771.157142857146,7153.285714285715,54619.607142857145,4294961557.928571,42949671.97428573,7696.714285714288,6237.642857142857,45854.67857142857,4294955440.214286,42949672.0,144799.64285714287,0.0,19027.464285714286,42949671.97000002,13496.657142857144,13356.300000000001,13390.157142857142,139516.2857142857,0.0,6387.714285714285,0.0,0.0,0.0,494366794.35714287,434331310.0,881906062.8571428
Wed Sep 25 15:29:56 2019,7791.18620689655,6093.103448275862,45914.51724137931,3850661040.172414,38506602.54137932,7770.455172413794,7381.448275862069,55710.137931034486,3998758916.8965516,39987625.69310346,7697.296551724138,6482.689655172414,47370.793103448275,4146856022.862069,41468648.855862066,149639.6896551724,6622.862068965517,17932.724137931036,41468648.82551726,13496.896551724138,13356.827586206893,13391.006896551724,145951.75862068965,0.0,6675.931034482759,0.0,0.0,0.0,494369205.82758623,434331320.0344828,881906382.9310344
Wed Sep 25 15:30:55 2019,7787.785714285715,9265.5,70215.67857142857,14620.107142857143,0.9717857142857139,7764.728571428571,10696.92857142857,82057.10714285714,306791699.64285713,3067834.6299999957,7691.314285714286,9191.57142857143,70286.60714285714,920351980.1428572,9203501.918571427,222641.0,25993.25,816.1785714285714,3067834.630714281,13489.842857142856,13346.142857142857,13383.685714285717,213403.9642857143,0.0,9759.07142857143,0.0,0.0,0.0,494372348.28571427,434331625.46428573,881906525.8928572
Wed Sep 25 15:31:55 2019,7786.4689655172415,7340.689655172414,54737.137931034486,13814.48275862069,0.9589655172413795,7764.95172413793,8654.689655172413,65951.10344827586,6924.310344827586,0.9855172413793103,7692.951724137931,7193.793103448276,54798.724137931036,3406354153.827586,34063533.14448277,174914.58620689655,21602.310344827587,712.6896551724138,0.9858620689655169,13489.28275862069,13348.634482758622,13383.641379310344,167811.37931034484,0.0,7723.931034482759,0.0,0.0,0.0,494375647.9655172,434331994.44827586,881906533.7241379
Wed Sep 25 15:32:56 2019,7790.565517241378,7902.0,57875.48275862069,19601.275862068964,0.9403448275862069,7769.048275862069,9110.689655172413,69137.41379310345,12930.51724137931,0.9775862068965516,7694.937931034482,7642.758620689655,58139.275862068964,7078.517241379311,0.9924137931034478,186042.89655172414,40028.379310344826,0.0,0.9713793103448273,13494.08275862069,13352.15172413793,13387.944827586205,183130.44827586206,0.0,8294.206896551725,0.0,0.0,0.0,494378596.7586207,434332540.86206895,881906538.0
Wed Sep 25 15:33:55 2019,7788.042857142858,9316.285714285714,68554.85714285714,22430.571428571428,0.9453571428571429,7765.928571428571,10501.285714285714,79633.5,15397.25,0.9757142857142858,7692.214285714284,8934.857142857143,67916.25,9378.75,0.9889285714285709,215668.10714285713,46979.357142857145,0.0,0.9707142857142854,13489.114285714288,13349.571428571426,13384.242857142859,210091.0357142857,0.0,9538.214285714286,0.0,0.0,0.0,494382135.0714286,434333308.5714286,881906538.0
Wed Sep 25 15:34:56 2019,7794.455172413793,6357.103448275862,47836.793103448275,9925.724137931034,0.97,7773.765517241378,7595.586206896552,58320.96551724138,4327.275862068966,0.9903448275862066,7701.51724137931,6327.310344827586,48189.58620689655,3258249407.6551723,32582510.008275874,154220.44827586206,15534.51724137931,3200.0689655172414,0.9913793103448276,13503.517241379308,13364.027586206894,13398.24827586207,148707.0344827586,0.0,6810.0,0.0,0.0,0.0,494385119.3103448,434333833.2413793,881906559.7931035
Wed Sep 25 15:35:55 2019,7794.900000000001,9507.642857142857,70723.03571428571,24080.535714285714,0.939642857142857,7772.142857142857,11005.07142857143,82887.64285714286,17118.214285714286,0.9735714285714286,7700.4000000000015,9457.714285714286,71177.28571428571,460185848.0,4601751.440357139,225902.0357142857,52770.857142857145,149.07142857142858,0.9671428571428569,13498.542857142858,13361.228571428572,13396.842857142856,221376.14285714287,0.0,10047.142857142857,0.0,0.0,0.0,494388170.35714287,434334362.25,881906594.6785715
Wed Sep 25 15:36:56 2019,7799.213793103448,7856.275862068966,57423.206896551725,19895.96551724138,0.9389655172413796,7775.462068965519,9138.206896551725,69462.89655172414,12697.48275862069,0.9779310344827589,7704.372413793102,7490.689655172414,57179.93103448276,5838.310344827586,0.9924137931034478,183723.3103448276,38335.8275862069,0.0,0.9727586206896549,13510.675862068967,13368.579310344829,13405.820689655173,177436.55172413794,0.0,8132.896551724138,0.0,0.0,0.0,494391647.2758621,434335106.37931037,881906595.0
Wed Sep 25 15:37:54 2019,7801.92857142857,7631.357142857143,55765.92857142857,19481.678571428572,0.9375,7779.6857142857125,9009.214285714286,68515.75,12547.75,0.9775000000000001,7706.014285714285,7337.785714285715,56053.21428571428,5503.821428571428,0.9907142857142851,180331.32142857142,37476.53571428572,0.0,0.9710714285714284,13513.114285714288,13371.557142857142,13407.85714285714,175231.32142857142,0.0,7991.571428571428,0.0,0.0,0.0,494394647.03571427,434335731.39285713,881906595.0
Wed Sep 25 15:38:55 2019,7801.489655172413,7635.310344827586,55782.137931034486,19464.275862068964,0.9368965517241381,7779.8482758620685,9001.448275862069,68585.68965517242,12187.0,0.9786206896551726,7707.103448275862,7309.862068965517,55874.620689655174,5180.448275862069,0.991724137931034,180266.3103448276,36752.96551724138,0.0,0.9724137931034481,13513.613793103446,13372.468965517239,13408.17931034483,175085.06896551725,0.0,7980.9655172413795,0.0,0.0,0.0,494397645.6551724,434336348.1034483,881906595.0
