unixtime,potencia_III,v_l1_l2,v_l2_l3,v_l3_l1
Wed Sep 25 18:45:55 2019,199844.89285714287,13567.5,13404.257142857141,13458.557142857144
Wed Sep 25 18:46:56 2019,174006.93103448275,13541.627586206898,13376.068965517241,13432.344827586207
Wed Sep 25 18:47:54 2019,163585.64285714287,13537.242857142857,13372.542857142855,13430.957142857142
Wed Sep 25 18:48:55 2019,161668.8275862069,13543.531034482758,13374.455172413793,13432.13793103449
Wed Sep 25 18:49:56 2019,154504.7931034483,13527.517241379308,13362.082758620687,13419.227586206896
Wed Sep 25 18:50:55 2019,134554.7142857143,13529.528571428571,13360.842857142856,13422.642857142855
Wed Sep 25 18:51:56 2019,140286.0344827586,13531.903448275865,13365.351724137927,13422.537931034482
Wed Sep 25 18:52:55 2019,211920.7857142857,13524.0,13359.985714285716,13419.171428571426
Wed Sep 25 18:53:55 2019,159359.7931034483,13534.179310344827,13370.606896551726,13426.965517241384
Wed Sep 25 18:54:54 2019,168440.17857142858,13535.228571428572,13374.600000000002,13430.700000000003
Wed Sep 25 18:55:55 2019,204993.4827586207,13516.882758620688,13352.524137931034,13405.572413793103
Wed Sep 25 18:56:54 2019,137847.7142857143,13530.300000000001,13361.4,13411.371428571429
Wed Sep 25 18:57:55 2019,141899.72413793104,13525.158620689652,13353.76551724138,13412.689655172417
Wed Sep 25 18:58:56 2019,141779.72413793104,13521.434482758617,13354.799999999996,13411.158620689657
Wed Sep 25 18:59:55 2019,141591.5357142857,13504.885714285714,13357.071428571431,13400.314285714285
Wed Sep 25 19:00:56 2019,174394.0344827586,13511.999999999996,13352.234482758622,13408.841379310346
Wed Sep 25 19:01:55 2019,195420.07142857142,13504.285714285712,13347.942857142856,13396.97142857143
Wed Sep 25 19:02:56 2019,139333.5172413793,13512.33103448276,13355.710344827585,13402.22068965517
Wed Sep 25 19:03:54 2019,170132.75,13507.585714285715,13353.3,13399.585714285715
Wed Sep 25 19:04:55 2019,200731.0344827586,13507.986206896556,13351.696551724139,13396.17931034483
Wed Sep 25 19:05:56 2019,163368.37931034484,13497.268965517242,13341.641379310347,13385.172413793105
Wed Sep 25 19:06:55 2019,192808.07142857142,13501.07142857143,13342.671428571428,13389.257142857145
Wed Sep 25 19:07:56 2019,192449.8620689655,13500.289655172419,13335.558620689657,13387.862068965514
Wed Sep 25 19:08:55 2019,145959.85714285713,13495.114285714284,13330.242857142857,13377.942857142856
Wed Sep 25 19:09:56 2019,142471.8620689655,13475.131034482758,13309.158620689654,13358.896551724138
Wed Sep 25 19:10:54 2019,138972.7142857143,13451.35714285714,13282.028571428571,13332.04285714286
Wed Sep 25 19:11:55 2019,136438.3103448276,13444.800000000001,13271.213793103449,13323.765517241376
Wed Sep 25 19:12:56 2019,181030.37931034484,13445.462068965518,13275.268965517243,13330.137931034487
Wed Sep 25 19:13:55 2019,184603.82142857142,13424.785714285716,13248.385714285716,13303.8
Wed Sep 25 19:14:55 2019,136102.6551724138,13419.51724137931,13241.834482758622,13293.806896551725
Wed Sep 25 19:15:56 2019,192083.62068965516,13422.95172413793,13245.020689655172,13299.144827586208
Wed Sep 25 19:16:55 2019,183574.7142857143,13400.314285714285,13221.3,13276.028571428573
Wed Sep 25 19:17:56 2019,167644.4827586207,13394.73103448276,13216.551724137931,13272.413793103447
Wed Sep 25 19:18:54 2019,167808.2857142857,13403.914285714287,13218.685714285715,13280.957142857145
Wed Sep 25 19:19:55 2019,167867.1724137931,13411.075862068963,13226.937931034481,13287.6
Wed Sep 25 19:20:56 2019,142543.7931034483,13405.77931034483,13219.862068965514,13281.68275862069
Wed Sep 25 19:21:55 2019,142904.7142857143,13412.82857142857,13225.628571428571,13286.357142857145
Wed Sep 25 19:22:56 2019,215624.8620689655,13425.186206896555,13236.24827586207,13296.86896551724
Wed Sep 25 19:23:55 2019,163571.5,13426.07142857143,13236.771428571428,13299.985714285718
Wed Sep 25 19:24:56 2019,160332.6551724138,13398.703448275863,13205.66896551724,13271.834482758619
Wed Sep 25 19:25:55 2019,211189.67857142858,13415.957142857145,13223.014285714287,13292.22857142857
Wed Sep 25 19:26:56 2019,142239.1379310345,13402.096551724138,13208.193103448277,13278.910344827587
Wed Sep 25 19:27:54 2019,140505.60714285713,13418.22857142857,13225.67142857143,13295.7
Wed Sep 25 19:28:55 2019,139329.9655172414,13421.172413793101,13226.606896551726,13298.731034482764
Wed Sep 25 19:29:56 2019,138997.8620689655,13413.144827586208,13222.386206896554,13294.179310344825
Wed Sep 25 19:30:55 2019,150264.39285714287,13408.242857142857,13217.100000000004,13289.185714285715
Wed Sep 25 19:31:56 2019,207772.0,13419.310344827587,13227.268965517242,13297.572413793105
Wed Sep 25 19:32:54 2019,137549.64285714287,13421.614285714286,13228.885714285718,13300.928571428574
Wed Sep 25 19:33:55 2019,153165.27586206896,13423.282758620691,13228.096551724138,13302.827586206895
Wed Sep 25 19:34:56 2019,204616.6551724138,13403.379310344828,13207.158620689654,13284.910344827586
Wed Sep 25 19:35:55 2019,159629.0357142857,13396.071428571431,13202.271428571428,13278.942857142858
Wed Sep 25 19:36:56 2019,182750.41379310345,13399.36551724138,13208.027586206896,13281.599999999995
Wed Sep 25 19:37:54 2019,192857.85714285713,13406.657142857144,13211.657142857142,13285.371428571427
Wed Sep 25 19:38:55 2019,145198.9655172414,13403.627586206898,13212.206896551725,13284.206896551723
Wed Sep 25 19:39:56 2019,138586.44827586206,13375.034482758621,13185.020689655174,13260.744827586206
Wed Sep 25 19:40:55 2019,138149.25,13348.757142857145,13160.871428571432,13239.042857142858
Wed Sep 25 19:41:56 2019,137990.37931034484,13361.917241379311,13169.958620689658,13249.61379310345
Wed Sep 25 19:42:55 2019,190370.14285714287,13350.557142857144,13157.485714285713,13241.314285714285
Wed Sep 25 19:43:56 2019,180293.8275862069,13359.475862068963,13162.179310344827,13244.441379310345
Wed Sep 25 19:44:55 2019,137893.92857142858,13376.657142857144,13173.42857142857,13255.8
Wed Sep 25 19:45:55 2019,194783.37931034484,13377.310344827587,13175.379310344826,13260.248275862072
Wed Sep 25 19:46:54 2019,181931.64285714287,13363.842857142858,13163.357142857141,13251.471428571429
Wed Sep 25 19:47:55 2019,168956.44827586206,13353.765517241376,13155.103448275859,13244.56551724138
Wed Sep 25 19:48:56 2019,165420.6896551724,13354.510344827586,13156.882758620688,13241.875862068966
Wed Sep 25 19:49:55 2019,164426.57142857142,13371.171428571428,13170.557142857144,13256.7
Wed Sep 25 19:50:56 2019,144407.75862068965,13391.83448275862,13187.668965517241,13275.268965517242
Wed Sep 25 19:51:55 2019,142067.0357142857,13396.371428571425,13191.385714285714,13271.528571428567
Wed Sep 25 19:52:56 2019,215306.37931034484,13367.006896551722,13170.537931034483,13250.565517241383
Wed Sep 25 19:53:54 2019,164958.89285714287,13372.114285714286,13177.071428571433,13257.214285714286
Wed Sep 25 19:54:55 2019,160058.6551724138,13368.951724137929,13173.599999999997,13253.337931034483
Wed Sep 25 19:55:56 2019,214452.9655172414,13380.372413793106,13175.91724137931,13262.275862068967
Wed Sep 25 19:56:55 2019,144096.89285714287,13383.72857142857,13176.814285714285,13264.928571428569
Wed Sep 25 19:57:56 2019,142770.0,13384.924137931033,13176.372413793102,13268.60689655172
Wed Sep 25 19:58:54 2019,142464.57142857142,13370.914285714287,13164.557142857146,13254.385714285714
Wed Sep 25 19:59:55 2019,142667.37931034484,13376.234482758622,13171.324137931033,13260.3724137931
Wed Sep 25 20:00:56 2019,141615.3448275862,13388.731034482755,13185.393103448274,13268.813793103445
Wed Sep 25 20:01:55 2019,214546.60714285713,13388.142857142855,13184.442857142858,13267.2
Wed Sep 25 20:02:56 2019,146535.24137931035,13391.544827586209,13183.862068965518,13275.10344827586
Wed Sep 25 20:03:54 2019,150849.7142857143,13387.54285714286,13178.957142857145,13268.485714285718
Wed Sep 25 20:04:55 2019,208210.8275862069,13372.01379310345,13170.289655172415,13257.351724137934
Wed Sep 25 20:05:56 2019,162093.7931034483,13382.648275862071,13178.358620689654,13261.241379310346
Wed Sep 25 20:06:55 2019,181463.35714285713,13378.628571428573,13175.78571428571,13260.171428571428
Wed Sep 25 20:07:56 2019,193714.1379310345,13366.717241379305,13162.179310344833,13248.993103448278
Wed Sep 25 20:08:54 2019,148504.0357142857,13386.3,13179.342857142861,13265.485714285716
Wed Sep 25 20:09:55 2019,139121.1379310345,13393.241379310346,13186.179310344827,13274.896551724136
Wed Sep 25 20:10:56 2019,138422.27586206896,13388.731034482758,13179.68275862069,13272.66206896552
Wed Sep 25 20:11:55 2019,138869.82142857142,13382.914285714285,13176.342857142861,13268.871428571427
Wed Sep 25 20:12:56 2019,185100.75862068965,13386.124137931034,13179.475862068963,13272.413793103451
Wed Sep 25 20:13:54 2019,185178.7142857143,13382.185714285713,13180.542857142855,13270.414285714283
Wed Sep 25 20:14:55 2019,160452.8275862069,13395.765517241378,13187.627586206894,13282.179310344827
Wed Sep 25 20:15:56 2019,204047.6896551724,13397.917241379308,13189.737931034482,13283.917241379313
Wed Sep 25 20:16:55 2019,156740.42857142858,13404.642857142859,13199.357142857143,13290.900000000005
Wed Sep 25 20:17:56 2019,137452.55172413794,13406.979310344828,13196.979310344823,13290.744827586208
Wed Sep 25 20:18:54 2019,138071.39285714287,13414.028571428571,13206.77142857143,13296.814285714285
Wed Sep 25 20:19:55 2019,137802.0,13417.531034482758,13209.103448275866,13300.593103448271
Wed Sep 25 20:20:54 2019,136357.10714285713,13407.814285714283,13199.014285714284,13291.071428571426
Wed Sep 25 20:21:55 2019,138463.24137931035,13382.772413793104,13174.675862068967,13268.48275862069
Wed Sep 25 20:22:56 2019,211931.27586206896,13396.717241379309,13184.400000000001,13280.441379310347
Wed Sep 25 20:23:55 2019,144977.0,13407.9,13196.185714285713,13287.257142857145
Wed Sep 25 20:24:55 2019,141923.75862068965,13394.89655172414,13184.110344827584,13279.613793103448
Wed Sep 25 20:25:54 2019,214262.60714285713,13392.342857142858,13182.942857142858,13276.800000000001
Wed Sep 25 20:26:55 2019,160785.06896551725,13386.703448275863,13179.765517241378,13272.0
Wed Sep 25 20:27:56 2019,161165.5172413793,13373.379310344828,13169.089655172414,13261.820689655175
Wed Sep 25 20:28:55 2019,161314.4642857143,13379.357142857147,13174.799999999997,13267.757142857141
Wed Sep 25 20:29:55 2019,143986.55172413794,13381.075862068967,13172.813793103449,13270.096551724138
Wed Sep 25 20:30:54 2019,133983.2142857143,13385.100000000002,13183.157142857144,13278.94285714286
Wed Sep 25 20:31:55 2019,196116.10344827586,13397.710344827585,13190.027586206896,13284.372413793106
Wed Sep 25 20:32:56 2019,167051.5172413793,13401.393103448274,13195.365517241382,13287.144827586206
Wed Sep 25 20:33:55 2019,157169.67857142858,13392.47142857143,13185.728571428574,13276.92857142857
Wed Sep 25 20:34:56 2019,211873.3103448276,13406.813793103445,13197.144827586208,13290.662068965516
Wed Sep 25 20:35:54 2019,145285.7142857143,13412.957142857145,13204.92857142857,13300.628571428568
Wed Sep 25 20:36:55 2019,142684.37931034484,13411.489655172412,13199.089655172413,13297.572413793105
Wed Sep 25 20:37:56 2019,204280.7931034483,13407.144827586206,13194.16551724138,13289.1724137931
Wed Sep 25 20:38:55 2019,171541.5357142857,13427.442857142858,13207.757142857143,13303.885714285716
Wed Sep 25 20:39:56 2019,165280.24137931035,13424.937931034483,13212.331034482759,13305.93103448276
Wed Sep 25 20:40:54 2019,162602.5357142857,13406.357142857145,13210.28571428572,13297.92857142857
Wed Sep 25 20:41:55 2019,143886.8275862069,13406.482758620694,13202.15172413793,13297.696551724135
Wed Sep 25 20:42:56 2019,155779.44827586206,13401.14482758621,13194.165517241381,13292.441379310347
Wed Sep 25 20:43:55 2019,198932.85714285713,13405.499999999998,13208.528571428571,13298.31428571429
Wed Sep 25 20:44:55 2019,156445.92857142858,13400.614285714284,13208.914285714283,13294.971428571429
Wed Sep 25 20:45:56 2019,177251.4827586207,13398.537931034482,13206.496551724136,13296.703448275865
Wed Sep 25 20:46:55 2019,191786.0,13393.757142857141,13199.571428571426,13292.742857142857
Wed Sep 25 20:47:55 2019,145531.58620689655,13400.524137931037,13197.806896551725,13296.331034482755
Wed Sep 25 20:48:54 2019,135878.14285714287,13407.0,13198.285714285714,13301.442857142856
Wed Sep 25 20:49:55 2019,136664.37931034484,13429.117241379308,13220.151724137926,13316.731034482758
Wed Sep 25 20:50:56 2019,135965.55172413794,13456.965517241379,13241.462068965518,13339.448275862067
Wed Sep 25 20:51:55 2019,136176.4642857143,13453.671428571424,13236.771428571426,13339.157142857142
Wed Sep 25 20:52:56 2019,208337.37931034484,13445.834482758622,13235.710344827583,13331.958620689655
Wed Sep 25 20:53:55 2019,157176.9642857143,13450.457142857142,13240.714285714284,13333.971428571429
Wed Sep 25 20:54:55 2019,134762.89655172414,13458.951724137933,13244.275862068966,13339.241379310344
Wed Sep 25 20:55:56 2019,207953.6896551724,13440.413793103447,13231.199999999999,13326.951724137929
Wed Sep 25 20:56:55 2019,163450.67857142858,13442.95714285714,13230.685714285713,13325.95714285714
Wed Sep 25 20:57:56 2019,163957.6896551724,13415.958620689655,13205.462068965517,13300.510344827586
Wed Sep 25 20:58:55 2019,164575.67857142858,13428.342857142858,13213.414285714285,13308.385714285716
Wed Sep 25 20:59:55 2019,151448.55172413794,13446.289655172415,13231.282758620695,13323.68275862069
Wed Sep 25 21:00:56 2019,152524.44827586206,13443.062068965515,13231.696551724142,13324.386206896546
Wed Sep 25 21:01:55 2019,170122.10714285713,13446.214285714284,13231.114285714286,13326.857142857145
Wed Sep 25 21:02:56 2019,228346.3448275862,13441.77931034483,13226.813793103447,13320.868965517244
Wed Sep 25 21:03:55 2019,181651.57142857142,13453.242857142855,13242.128571428573,13337.485714285713
Wed Sep 25 21:04:55 2019,198747.41379310345,13447.986206896552,13234.09655172414,13327.903448275865
Wed Sep 25 21:05:56 2019,214932.8275862069,13446.041379310347,13233.186206896551,13323.103448275866
Wed Sep 25 21:06:55 2019,153220.25,13459.628571428573,13241.014285714284,13334.957142857147
Wed Sep 25 21:07:56 2019,157537.06896551725,13479.806896551725,13262.648275862068,13354.71724137931
Wed Sep 25 21:08:55 2019,156981.67857142858,13461.385714285714,13247.314285714285,13340.528571428571
Wed Sep 25 21:09:55 2019,157762.9655172414,13461.43448275862,13248.910344827587,13341.51724137931
Wed Sep 25 21:10:56 2019,216769.1379310345,13457.337931034483,13251.724137931034,13342.09655172414
Wed Sep 25 21:11:55 2019,189621.32142857142,13446.171428571428,13239.94285714286,13329.428571428574
Wed Sep 25 21:12:56 2019,150345.41379310345,13454.48275862069,13245.351724137932,13331.29655172414
Wed Sep 25 21:13:55 2019,184607.39285714287,13437.72857142857,13227.857142857145,13317.300000000003
Wed Sep 25 21:14:55 2019,214840.3103448276,13448.565517241375,13238.52413793103,13325.213793103445
Wed Sep 25 21:15:54 2019,178716.64285714287,13444.67142857143,13236.6,13323.342857142856
Wed Sep 25 21:16:55 2019,208275.55172413794,13439.21379310345,13230.041379310347,13316.027586206896
Wed Sep 25 21:17:56 2019,202242.0344827586,13450.965517241379,13242.206896551725,13328.731034482758
Wed Sep 25 21:18:55 2019,160860.42857142858,13458.642857142857,13247.7,13339.542857142855
Wed Sep 25 21:19:56 2019,157708.5172413793,13459.489655172414,13249.406896551724,13339.158620689659
Wed Sep 25 21:20:54 2019,154572.0357142857,13456.071428571433,13249.542857142855,13339.114285714286
Wed Sep 25 21:21:55 2019,155748.3103448276,13460.027586206892,13251.88965517241,13339.862068965518
Wed Sep 25 21:22:56 2019,200662.6551724138,13459.406896551727,13253.91724137931,13342.675862068965
Wed Sep 25 21:23:55 2019,198290.82142857142,13458.171428571432,13247.528571428571,13336.071428571431
Wed Sep 25 21:24:56 2019,150896.9655172414,13474.63448275862,13265.917241379308,13348.965517241379
Wed Sep 25 21:25:54 2019,205309.60714285713,13479.042857142858,13274.185714285715,13358.614285714284
Wed Sep 25 21:26:55 2019,204637.06896551725,13467.227586206898,13262.937931034487,13347.062068965517
Wed Sep 25 21:27:56 2019,185361.2068965517,13476.082758620689,13273.779310344828,13360.344827586207
Wed Sep 25 21:28:55 2019,183919.0,13464.128571428568,13259.871428571432,13346.742857142859
Wed Sep 25 21:29:56 2019,184364.24137931035,13469.255172413792,13265.337931034486,13353.641379310344
Wed Sep 25 21:30:54 2019,157439.35714285713,13457.871428571429,13253.82857142857,13345.671428571428
Wed Sep 25 21:31:55 2019,156875.6896551724,13460.151724137932,13255.324137931035,13345.613793103446
Wed Sep 25 21:32:56 2019,228260.8275862069,13454.15172413793,13250.027586206896,13338.744827586206
Wed Sep 25 21:33:55 2019,183748.5,13461.428571428569,13255.714285714286,13346.314285714285
Wed Sep 25 21:34:56 2019,176758.10344827586,13445.131034482756,13240.800000000001,13328.358620689653
Wed Sep 25 21:35:55 2019,230532.89285714287,13446.942857142856,13239.257142857145,13326.728571428572
Wed Sep 25 21:36:55 2019,162093.8620689655,13457.668965517241,13250.813793103443,13335.103448275862
Wed Sep 25 21:37:56 2019,158345.55172413794,13460.441379310345,13257.43448275862,13342.303448275861
Wed Sep 25 21:38:55 2019,158440.10714285713,13461.171428571426,13256.999999999998,13340.742857142855
Wed Sep 25 21:39:56 2019,158187.8620689655,13467.931034482759,13264.510344827588,13347.931034482757
Wed Sep 25 21:40:55 2019,154575.67857142858,13475.400000000003,13276.500000000002,13363.499999999998
Wed Sep 25 21:41:56 2019,202039.8620689655,13469.13103448276,13266.95172413793,13355.089655172414
Wed Sep 25 21:42:54 2019,191555.35714285713,13470.814285714285,13273.92857142857,13362.428571428569
Wed Sep 25 21:43:55 2019,149711.58620689655,13477.572413793105,13278.248275862072,13366.137931034486
Wed Sep 25 21:44:56 2019,213593.2068965517,13478.275862068966,13278.496551724136,13359.724137931036
Wed Sep 25 21:45:55 2019,196857.0357142857,13476.72857142857,13276.328571428568,13361.014285714287
Wed Sep 25 21:46:56 2019,178430.0344827586,13486.758620689656,13283.503448275864,13370.027586206897
Wed Sep 25 21:47:55 2019,180863.60714285713,13496.22857142857,13297.371428571425,13380.728571428572
Wed Sep 25 21:48:55 2019,181421.10344827586,13500.95172413793,13302.206896551725,13388.193103448275
Wed Sep 25 21:49:54 2019,225454.9642857143,13505.614285714284,13305.342857142858,13392.6
Wed Sep 25 21:50:55 2019,178032.62068965516,13511.462068965517,13313.793103448275,13398.33103448276
Wed Sep 25 21:51:56 2019,159637.41379310345,13539.18620689655,13339.117241379307,13423.075862068967
Wed Sep 25 21:52:55 2019,152517.75,13525.414285714283,13324.5,13412.314285714285
Wed Sep 25 21:53:56 2019,214028.3103448276,13527.889655172412,13327.034482758623,13415.751724137932
Wed Sep 25 21:54:55 2019,192141.0357142857,13535.100000000002,13337.1,13422.085714285713
Wed Sep 25 21:55:55 2019,176603.6896551724,13537.820689655175,13340.731034482758,13424.193103448277
Wed Sep 25 21:56:54 2019,226519.5,13544.742857142857,13347.942857142858,13432.714285714286
Wed Sep 25 21:57:55 2019,171776.2068965517,13548.331034482759,13349.586206896549,13432.841379310343
Wed Sep 25 21:58:54 2019,155810.64285714287,13550.828571428576,13351.757142857141,13433.271428571428
Wed Sep 25 21:59:55 2019,155553.1724137931,13548.455172413796,13354.882758620693,13434.744827586208
Wed Sep 25 22:00:56 2019,152802.10344827586,13552.882758620688,13358.193103448277,13438.096551724142
Wed Sep 25 22:01:55 2019,152734.07142857142,13567.414285714283,13368.300000000003,13448.4
Wed Sep 25 22:02:56 2019,200645.58620689655,13569.641379310344,13370.234482758622,13451.793103448272
Wed Sep 25 22:03:54 2019,192613.0,13577.014285714284,13377.857142857141,13457.871428571429
Wed Sep 25 22:04:55 2019,151438.55172413794,13587.806896551723,13389.434482758625,13468.965517241379
Wed Sep 25 22:05:54 2019,203602.75,13587.385714285716,13389.985714285713,13468.457142857136
Wed Sep 25 22:06:55 2019,201964.72413793104,13588.841379310343,13394.565517241379,13472.400000000001
Wed Sep 25 22:07:56 2019,182887.41379310345,13596.951724137933,13399.28275862069,13475.586206896549
Wed Sep 25 22:08:55 2019,182503.0357142857,13595.914285714287,13397.657142857144,13476.771428571428
Wed Sep 25 22:09:56 2019,178186.7931034483,13595.834482758619,13401.724137931036,13478.400000000001
Wed Sep 25 22:10:54 2019,157677.0,13599.857142857141,13405.028571428573,13482.985714285713
Wed Sep 25 22:11:55 2019,157026.62068965516,13524.496551724136,13330.096551724138,13407.351724137932
Wed Sep 25 22:12:56 2019,224628.9655172414,13426.262068965514,13233.186206896551,13309.572413793105
Wed Sep 25 22:13:55 2019,178042.39285714287,13421.314285714285,13231.585714285717,13307.442857142858
Wed Sep 25 22:14:56 2019,172612.24137931035,13422.703448275859,13235.006896551724,13312.344827586205
Wed Sep 25 22:15:55 2019,227861.0,13421.228571428574,13232.314285714285,13308.685714285713
Wed Sep 25 22:16:56 2019,157567.89655172414,13424.027586206897,13236.372413793106,13314.95172413793
Wed Sep 25 22:17:54 2019,156293.39285714287,13425.3,13236.814285714285,13315.071428571431
Wed Sep 25 22:18:55 2019,157023.1724137931,13441.28275862069,13254.993103448274,13331.958620689653
Wed Sep 25 22:19:54 2019,156765.39285714287,13448.828571428572,13264.757142857148,13340.82857142857
Wed Sep 25 22:20:55 2019,153435.7931034483,13446.289655172417,13262.606896551726,13334.689655172413
Wed Sep 25 22:21:56 2019,199004.1724137931,13449.724137931034,13264.344827586207,13335.641379310346
Wed Sep 25 22:22:55 2019,147052.75,13453.714285714288,13265.185714285713,13337.099999999995
Wed Sep 25 22:23:56 2019,127900.24137931035,13452.95172413793,13264.179310344827,13335.062068965519
Wed Sep 25 22:24:54 2019,204305.5,13454.357142857141,13264.414285714287,13337.742857142857
Wed Sep 25 22:25:55 2019,159294.6896551724,13462.510344827586,13272.786206896553,13344.041379310345
Wed Sep 25 22:26:54 2019,154600.39285714287,13485.085714285713,13294.071428571433,13368.857142857143
Wed Sep 25 22:27:55 2019,159071.8275862069,13485.351724137932,13294.841379310346,13368.206896551725
Wed Sep 25 22:28:56 2019,207227.2068965517,13492.096551724138,13307.668965517241,13375.572413793105
Wed Sep 25 22:29:55 2019,144682.2142857143,13512.985714285713,13343.528571428573,13400.100000000002
Wed Sep 25 22:30:56 2019,135993.0344827586,13510.75862068966,13328.027586206896,13395.724137931034
Wed Sep 25 22:31:54 2019,132649.14285714287,13528.45714285714,13344.042857142858,13410.814285714283
Wed Sep 25 22:32:55 2019,132265.27586206896,13532.855172413792,13344.289655172413,13411.820689655175
Wed Sep 25 22:33:56 2019,207840.41379310345,13540.386206896552,13354.22068965517,13422.041379310345
Wed Sep 25 22:34:55 2019,157120.14285714287,13536.25714285715,13349.1,13416.728571428572
Wed Sep 25 22:35:56 2019,160702.9655172414,13528.38620689655,13341.641379310347,13410.455172413793
Wed Sep 25 22:36:54 2019,209071.17857142858,13530.385714285712,13343.357142857143,13415.014285714284
Wed Sep 25 22:37:55 2019,144743.55172413794,13538.524137931034,13348.344827586203,13422.248275862072
Wed Sep 25 22:38:56 2019,138974.0,13538.855172413794,13352.441379310349,13424.937931034483
Wed Sep 25 22:39:55 2019,136907.39285714287,13546.585714285713,13359.257142857145,13433.014285714291
Wed Sep 25 22:40:56 2019,135533.8275862069,13566.744827586206,13379.131034482758,13452.24827586207
Wed Sep 25 22:41:55 2019,132865.4642857143,13561.842857142856,13371.128571428566,13446.899999999998
Wed Sep 25 22:42:55 2019,187454.72413793104,13563.434482758617,13372.09655172414,13447.406896551724
Wed Sep 25 22:43:56 2019,169645.27586206896,13565.834482758622,13380.289655172415,13455.144827586206
Wed Sep 25 22:44:55 2019,128547.0,13572.685714285715,13386.0,13461.471428571425
Wed Sep 25 22:45:56 2019,196749.9655172414,13575.558620689657,13390.8,13466.482758620688
Wed Sep 25 22:46:54 2019,170015.64285714287,13567.457142857142,13384.414285714283,13459.371428571427
Wed Sep 25 22:47:55 2019,162217.1724137931,13571.66896551724,13387.117241379308,13461.641379310342
Wed Sep 25 22:48:56 2019,160579.3103448276,13573.448275862067,13388.52413793104,13459.282758620688
Wed Sep 25 22:49:55 2019,154855.9642857143,13569.042857142855,13381.32857142857,13456.45714285714
Wed Sep 25 22:50:55 2019,135437.8620689655,13580.565517241384,13391.255172413794,13464.537931034485
Wed Sep 25 22:51:54 2019,137017.32142857142,13588.157142857142,13395.55714285714,13468.842857142854
Wed Sep 25 22:52:55 2019,207658.93103448275,13566.662068965517,13369.282758620695,13444.63448275862
Wed Sep 25 22:53:56 2019,159942.06896551725,13516.096551724142,13325.048275862067,13401.931034482757
Wed Sep 25 22:54:55 2019,154792.39285714287,13497.857142857145,13310.485714285713,13387.02857142857
Wed Sep 25 22:55:55 2019,205832.8275862069,13494.537931034485,13306.717241379309,13382.689655172413
Wed Sep 25 22:56:54 2019,135863.92857142858,13514.999999999998,13326.514285714284,13402.628571428566
Wed Sep 25 22:57:55 2019,135561.1379310345,13514.317241379309,13322.027586206896,13397.91724137931
Wed Sep 25 22:58:56 2019,135146.72413793104,13506.537931034483,13317.186206896551,13393.489655172416
Wed Sep 25 22:59:55 2019,135448.9642857143,13501.157142857146,13308.085714285715,13385.657142857142
Wed Sep 25 23:00:55 2019,134540.2068965517,13509.227586206896,13319.04827586207,13395.393103448278
Wed Sep 25 23:01:54 2019,203478.64285714287,13515.428571428569,13328.82857142857,13402.157142857139
Wed Sep 25 23:02:55 2019,142557.7931034483,13522.13793103448,13331.172413793103,13406.317241379309
Wed Sep 25 23:03:56 2019,136383.6551724138,13514.151724137933,13325.379310344828,13401.062068965517
Wed Sep 25 23:04:55 2019,206101.14285714287,13519.414285714285,13333.285714285716,13408.842857142861
Wed Sep 25 23:05:56 2019,155662.93103448275,13529.213793103449,13342.924137931032,13417.779310344828
Wed Sep 25 23:06:54 2019,163947.57142857142,13530.171428571428,13345.028571428573,13419.68571428571
Wed Sep 25 23:07:55 2019,196780.7931034483,13537.986206896552,13351.572413793105,13427.503448275862
Wed Sep 25 23:08:56 2019,147518.6551724138,13539.434482758625,13352.606896551722,13424.234482758618
Wed Sep 25 23:09:55 2019,137812.35714285713,13552.585714285711,13367.914285714283,13441.8
Wed Sep 25 23:10:56 2019,136513.7931034483,13547.420689655173,13361.420689655173,13435.241379310342
Wed Sep 25 23:11:55 2019,132901.14285714287,13533.085714285715,13349.057142857146,13423.71428571429
Wed Sep 25 23:12:55 2019,157937.8275862069,13530.86896551724,13346.731034482757,13421.875862068966
Wed Sep 25 23:13:54 2019,194642.57142857142,13527.042857142858,13342.2,13419.214285714286
Wed Sep 25 23:14:55 2019,153463.1379310345,13533.600000000002,13346.275862068967,13424.60689655172
Wed Sep 25 23:15:56 2019,176415.3448275862,13544.110344827584,13357.531034482756,13436.813793103447
Wed Sep 25 23:16:55 2019,180572.5,13557.128571428571,13369.157142857146,13445.314285714285
Wed Sep 25 23:17:56 2019,133858.44827586206,13560.744827586206,13372.675862068962,13448.73103448276
Wed Sep 25 23:18:55 2019,134466.10714285713,13579.157142857146,13391.142857142857,13466.185714285717
Wed Sep 25 23:19:55 2019,134708.27586206896,13577.420689655171,13389.84827586207,13462.179310344825
Wed Sep 25 23:20:54 2019,136641.25,13555.757142857141,13365.471428571425,13441.757142857145
Wed Sep 25 23:21:55 2019,133879.06896551725,13522.09655172414,13335.806896551727,13408.013793103444
Wed Sep 25 23:22:56 2019,197185.2068965517,13527.972413793104,13342.137931034482,13416.786206896551
Wed Sep 25 23:23:55 2019,154536.67857142858,13523.871428571432,13339.414285714289,13414.242857142859
Wed Sep 25 23:24:56 2019,124730.8275862069,13509.848275862068,13327.034482758621,13397.75172413793
Wed Sep 25 23:25:55 2019,196963.32142857142,13506.471428571429,13324.757142857141,13395.642857142857
Wed Sep 25 23:26:56 2019,166523.93103448275,13514.068965517241,13332.827586206895,13404.206896551726
